Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
1/22/2020 7:30,116,31.9,548.5,143.1,81,77,89,7,29.86
1/22/2020 8:00,117.6,31.9,543.1,143.3,81,77,89,7,29.89
1/22/2020 8:30,118,32,542.8,144.7,82,77,84,8,29.89
1/22/2020 9:00,127.2,31.8,774.6,211.6,82,77,84,9,29.89
1/22/2020 9:30,105.8,31.1,585.2,146.7,84,75,74,9,29.92
1/22/2020 10:00,99.9,33.3,630.6,142.7,84,75,74,10,29.92
1/22/2020 10:30,113.4,33.7,635.4,144.1,84,75,74,10,29.92
1/22/2020 11:00,116.8,33.7,632.8,144.2,86,75,70,9,29.92
1/22/2020 11:30,116.9,33.7,636.4,144.2,86,75,70,9,29.89
1/22/2020 12:00,116.7,33.6,630.2,144.2,86,75,70,10,29.89
1/22/2020 12:30,115.9,33.8,624,144,88,73,62,10,29.89
1/22/2020 13:00,115.2,33.7,624.3,144,88,77,70,12,29.89
1/22/2020 13:30,115.1,33.6,625.9,143.9,90,75,62,14,29.86
1/22/2020 14:00,115.9,33.8,626.3,143.5,90,73,59,12,29.83
1/22/2020 14:30,116.1,33.7,629.8,142.3,90,75,62,10,29.83
1/22/2020 15:00,116.6,33.7,630.2,143.5,90,75,62,16,29.8
1/22/2020 15:30,116.6,33.7,632.2,141.4,90,73,59,15,29.8
1/22/2020 16:00,116.2,33.6,631.5,142.3,88,75,66,17,29.8
1/22/2020 16:30,116.2,33.6,630.3,142.5,86,75,70,13,29.8
1/22/2020 17:00,115.9,33.5,630,143,84,73,70,14,29.8
1/22/2020 17:30,115.6,33.5,629.5,143.7,84,75,74,15,29.8
1/22/2020 18:00,114.6,33.4,626.2,142.9,84,75,74,13,29.83
1/22/2020 18:30,113.4,33.3,611.3,140.1,82,75,79,10,29.83
1/22/2020 19:00,110.4,32.6,566.5,127.2,82,77,84,9,29.83
1/22/2020 19:30,100.9,31.4,478.3,114.7,82,77,84,9,29.86
1/22/2020 20:00,97.2,31,438.1,144,82,75,79,12,29.86
1/22/2020 20:30,108,31,438.2,144,82,77,84,13,29.89
1/22/2020 21:00,110.6,31.1,436.1,144,81,75,84,12,29.89
1/22/2020 21:30,111.3,31.1,438.2,144,81,75,84,9,29.89
1/22/2020 22:00,111.7,31.1,432.8,144,81,77,89,10,29.92
1/22/2020 22:30,111.8,31,522.8,163,81,75,84,8,29.92
1/22/2020 23:00,91,30.5,566,166.3,81,77,89,9,29.92
1/22/2020 23:30,89.9,30.5,422.6,144,81,75,84,3,29.92
1/23/2020 0:00,94.6,29.7,511.3,156.8,81,75,84,5,29.92
1/23/2020 0:30,82.6,30.3,425.6,129.9,81,75,84,3,29.89
1/23/2020 1:00,94.1,30.7,425,144,79,75,89,3,29.89
1/23/2020 1:30,91.4,30.7,424,144,79,75,89,5,29.86
1/23/2020 2:00,89.6,30.7,420.7,144,79,75,89,5,29.86
1/23/2020 2:30,88.5,30.7,421.6,144,79,75,89,5,29.83
1/23/2020 3:00,86.7,30.6,420.7,144,79,75,89,3,29.83
1/23/2020 3:30,85.2,30.6,421.6,144,79,75,89,5,29.83
1/23/2020 4:00,84,30.5,418.5,141.9,79,75,89,5,29.8
1/23/2020 4:30,83,30.1,400.5,100.6,79,75,89,5,29.8
1/23/2020 5:00,85.6,30.2,412.7,115,79,75,89,5,29.8
1/23/2020 5:30,90.3,30.5,420.6,144,79,75,89,5,29.83
1/23/2020 6:00,91.7,30.5,423.5,144.4,79,75,89,3,29.83
1/23/2020 6:30,96.1,30.5,424.2,144.5,79,75,89,5,29.83
1/23/2020 7:00,106.4,29.6,600.3,164.5,79,75,89,6,29.83
1/23/2020 7:30,116.7,29.6,567.5,162.7,81,75,84,3,29.86
1/23/2020 8:00,130.9,30.5,735.5,231,81,75,84,5,29.86
1/23/2020 8:30,100.6,31,582.2,144.2,82,77,84,8,29.86
1/23/2020 9:00,98.9,33.3,619.5,140,82,77,84,7,29.89
1/23/2020 9:30,111.9,33.9,616.9,143.9,84,77,79,8,29.89
1/23/2020 10:00,113,34,615.5,144,86,75,70,13,29.89
1/23/2020 10:30,113.3,33.9,621.3,143.4,84,75,74,9,29.89
1/23/2020 11:00,113.8,33.8,628.4,143.4,86,75,70,12,29.89
1/23/2020 11:30,114,33.9,631.1,144,88,75,66,10,29.89
1/23/2020 12:00,114.6,34.1,629.8,144,88,75,66,12,29.89
1/23/2020 12:30,114.2,33.9,632.9,144,86,73,66,12,29.86
1/23/2020 13:00,114.7,34.1,629.1,144,90,75,62,14,29.86
1/23/2020 13:30,115.4,34.3,633.3,144,88,75,66,13,29.83
1/23/2020 14:00,118.7,33.8,655.9,151.6,88,73,62,12,29.83
1/23/2020 14:30,140.3,32.7,832.9,264,90,75,62,12,29.8
1/23/2020 15:00,137.5,32.1,728.7,238.6,88,73,62,14,29.8
1/23/2020 15:30,134.6,31.2,686,190,88,75,66,13,29.77
1/23/2020 16:00,129.1,30.9,702.6,188.6,88,73,62,14,29.77
1/23/2020 16:30,137.9,31.5,711.6,199.8,88,73,62,14,29.77
1/23/2020 17:00,131.5,31.4,682.6,191.7,86,75,70,14,29.77
1/23/2020 17:30,128.9,31.1,651.5,184,86,73,66,13,29.77
1/23/2020 18:00,125.6,30.8,639,180.4,84,73,70,12,29.77
1/23/2020 18:30,92,32.4,574.2,133.5,84,75,74,13,29.8
1/23/2020 19:00,100.3,33.8,602.4,140.6,82,75,79,12,29.8
1/23/2020 19:30,106.1,32.7,528.9,129.6,82,73,74,9,29.8
1/23/2020 20:00,104.8,32,505.9,126,82,73,74,10,29.83
1/23/2020 20:30,102.8,31.8,501.6,123.9,81,75,84,8,29.83
1/23/2020 21:00,102.2,31.8,499.4,123.7,81,75,84,7,29.86
1/23/2020 21:30,101.8,31.7,498.8,123,81,75,84,8,29.86
1/23/2020 22:00,102.1,31.7,498.1,122.3,81,73,79,7,29.86
1/23/2020 22:30,102.1,31.4,481.7,119.3,81,75,84,7,29.86
1/23/2020 23:00,101.6,31.4,482.4,118.9,81,75,84,8,29.86
1/23/2020 23:30,99.7,31.3,474.9,117,81,75,84,7,29.86
1/24/2020 0:00,97.6,31.2,463.3,114.9,81,75,84,8,29.86
1/24/2020 0:30,95.5,30.8,441,108.7,81,75,84,8,29.86
1/24/2020 1:00,95,30.6,436,108,81,75,84,6,29.86
1/24/2020 1:30,90.2,30.4,414.2,102.4,81,75,84,8,29.86
1/24/2020 2:00,90,30.4,417.8,103.6,81,75,84,6,29.83
1/24/2020 2:30,90.3,30.5,417.7,104.1,79,75,89,5,29.83
1/24/2020 3:00,89.8,30.4,416.9,103.5,79,75,89,5,29.83
1/24/2020 3:30,89.8,30.3,411.9,102,79,75,89,7,29.8
1/24/2020 4:00,89.5,30.3,414.1,102,79,75,89,5,29.8
1/24/2020 4:30,89,30.2,411,101.8,79,75,89,5,29.8
1/24/2020 5:00,91.4,30.3,424.8,103.6,79,73,83,3,29.8
1/24/2020 5:30,93.6,30.5,429.9,106.3,79,73,83,5,29.83
1/24/2020 6:00,94,30.4,431.5,105.1,79,73,83,5,29.83
1/24/2020 6:30,96.4,30.7,451.6,110.9,79,73,83,5,29.83
1/24/2020 7:00,101.6,30.9,501.7,114.3,79,73,83,3,29.86
1/24/2020 7:30,114.6,32.2,599.5,131.2,79,73,83,6,29.86
1/24/2020 8:00,113.8,32,598.9,129.1,81,73,79,8,29.86
1/24/2020 8:30,112.6,31.9,591,126.7,82,73,74,10,29.89
1/24/2020 9:00,111.4,31.9,575.1,123.1,82,73,74,10,29.89
1/24/2020 9:30,112.1,32.1,582.7,125.9,84,73,70,10,29.89
1/24/2020 10:00,112.3,32.2,585.6,126.1,84,73,70,9,29.89
1/24/2020 10:30,112.9,32.2,593.4,128.4,86,72,62,12,29.89
1/24/2020 11:00,113.2,32.5,597,130.9,86,72,62,13,29.89
1/24/2020 11:30,112.8,32.1,585.3,126.5,88,72,58,13,29.89
1/24/2020 12:00,112.4,31.9,576.4,123,88,72,58,13,29.89
1/24/2020 12:30,112.8,32.1,578.2,125.1,88,72,58,14,29.86
1/24/2020 13:00,112.5,32.4,577.2,125.4,88,72,58,13,29.86
1/24/2020 13:30,112,32.1,567.6,122.7,88,70,55,14,29.83
1/24/2020 14:00,112.2,32.1,567.6,122.7,88,70,55,14,29.83
1/24/2020 14:30,112.1,32,562.2,120.8,88,70,55,14,29.8
1/24/2020 15:00,112.2,32.4,568.5,124.4,88,72,58,13,29.8
1/24/2020 15:30,112.4,32.3,570.6,124.3,88,72,58,16,29.77
1/24/2020 16:00,111.9,31.8,552.4,117.7,86,72,62,13,29.77
1/24/2020 16:30,111.9,31.6,550.1,116,86,72,62,13,29.77
1/24/2020 17:00,111.8,31.6,548.6,116.5,86,72,62,14,29.77
1/24/2020 17:30,111.4,31.7,545.6,115.7,84,72,66,14,29.77
1/24/2020 18:00,111.7,32.4,565.5,123.9,82,72,70,13,29.77
1/24/2020 18:30,110.7,31.6,540.6,114.7,82,72,70,12,29.8
1/24/2020 19:00,107.4,30.9,496.9,110.2,81,72,74,12,29.8
1/24/2020 19:30,100.4,30.4,446.7,106.7,81,73,79,9,29.8
1/24/2020 20:00,96.6,30,449.7,104.2,81,73,79,9,29.83
1/24/2020 20:30,98.5,30.2,445.8,105.3,81,73,79,9,29.83
1/24/2020 21:00,98.1,30,445,104,81,73,79,9,29.86
1/24/2020 21:30,97.5,30,440.7,103.7,81,73,79,8,29.86
1/24/2020 22:00,96.8,29.9,436.9,102.5,81,73,79,5,29.89
1/24/2020 22:30,96.3,29.6,431,100,81,73,79,5,29.89
1/24/2020 23:00,96.5,29.5,429.3,99,79,72,78,3,29.89
1/24/2020 23:30,95.2,29.6,422.8,99,79,72,78,5,29.89
1/25/2020 0:00,93.2,29.7,417.4,98.9,79,73,83,5,29.89
1/25/2020 0:30,91.2,29.6,403.8,96,79,73,83,5,29.89
1/25/2020 1:00,88.3,29.6,394.2,95,79,73,83,9,29.86
1/25/2020 1:30,88.2,29.6,389.5,94.4,79,73,83,7,29.86
1/25/2020 2:00,88.3,29.6,391.9,95.1,79,73,83,7,29.86
1/25/2020 2:30,87.6,29.6,391.2,95.7,79,72,78,7,29.83
1/25/2020 3:00,87.1,29.5,386.7,94.3,79,73,83,6,29.83
1/25/2020 3:30,87.1,29.4,387.8,93.2,79,73,83,5,29.83
1/25/2020 4:00,86.9,29.3,384.8,92.2,79,73,83,3,29.8
1/25/2020 4:30,86.5,29.2,376.1,90.1,79,73,83,8,29.8
1/25/2020 5:00,85.9,29.1,378.5,90.5,79,73,83,6,29.8
1/25/2020 5:30,86.1,29,376.1,89.4,79,72,78,7,29.8
1/25/2020 6:00,86.6,29,378.7,90,79,72,78,5,29.8
1/25/2020 6:30,87.2,29,388.7,90.1,77,72,83,5,29.8
1/25/2020 7:00,83.5,28.9,398.8,92.4,77,72,83,3,29.83
1/25/2020 7:30,96,29.7,446.4,104.6,79,73,83,3,29.83
1/25/2020 8:00,94.4,29.6,442.5,100.6,81,73,79,5,29.86
1/25/2020 8:30,95.9,30,455.1,104.9,81,73,79,6,29.86
1/25/2020 9:00,94.5,30.1,452.5,104.9,82,73,74,7,29.86
1/25/2020 9:30,95.4,30.2,452,106.1,82,73,74,8,29.89
1/25/2020 10:00,98.2,30.6,466.8,110.5,84,73,70,8,29.89
1/25/2020 10:30,99.9,30.8,475.1,112.9,86,73,66,7,29.89
1/25/2020 11:00,99.4,30.8,472.2,112.3,86,72,62,9,29.89
1/25/2020 11:30,100.4,30.8,478.9,114.7,86,72,62,12,29.89
1/25/2020 12:00,99.8,31,470.8,114.8,88,72,58,12,29.86
1/25/2020 12:30,101.3,31.5,490.9,120.1,90,70,52,12,29.86
1/25/2020 13:00,100.5,31.5,484,118.5,90,70,52,10,29.83
1/25/2020 13:30,99.7,31.2,481.8,117.6,90,70,52,12,29.83
1/25/2020 14:00,100.6,31.2,478.5,116.1,90,70,52,9,29.8
1/25/2020 14:30,101.9,31.3,488.5,118.4,90,70,52,13,29.77
1/25/2020 15:00,103,31.3,490.9,118.5,90,70,52,10,29.77
1/25/2020 15:30,102.5,31.4,488.6,119,90,70,52,12,29.77
1/25/2020 16:00,104.3,31.8,501.3,123.9,90,70,52,12,29.74
1/25/2020 16:30,104.6,31.6,500.4,121.7,88,72,58,12,29.74
1/25/2020 17:00,104.8,32.5,517.9,131,86,72,62,13,29.74
1/25/2020 17:30,104.5,32.6,516.8,131.1,86,72,62,13,29.77
1/25/2020 18:00,102.6,32.3,505.1,128.3,84,72,66,14,29.77
1/25/2020 18:30,102.2,32.4,503.7,128.7,82,72,70,13,29.77
1/25/2020 19:00,99.7,32,490.3,124,82,72,70,12,29.8
1/25/2020 19:30,93.8,31.4,461.9,115.8,81,73,79,9,29.8
1/25/2020 20:00,92.8,31.2,454.1,113.2,81,73,79,8,29.8
1/25/2020 20:30,91.5,30.8,441.5,108.8,81,73,79,7,29.83
1/25/2020 21:00,91.2,30.8,440.4,108.7,81,73,79,7,29.83
1/25/2020 21:30,89.9,30.6,434.1,107.2,81,73,79,7,29.83
1/25/2020 22:00,89.5,30.7,431.7,107,81,73,79,7,29.86
1/25/2020 22:30,90,31,434.1,108.3,81,73,79,6,29.86
1/25/2020 23:00,89.9,30.9,433.4,108,81,73,79,3,29.86
1/25/2020 23:30,89,30.7,428,106.4,81,73,79,3,29.86
1/26/2020 0:00,88,30.6,418,104.3,81,73,79,5,29.86
1/26/2020 0:30,87.4,30.4,412.5,102,81,73,79,5,29.83
1/26/2020 1:00,86.7,30.4,411.2,102,79,75,89,3,29.83
1/26/2020 1:30,83.5,30.1,393.4,97.8,81,73,79,7,29.8
1/26/2020 2:00,83,30,396.5,98,79,73,83,7,29.8
1/26/2020 2:30,82.7,29.9,393.8,96,79,75,89,6,29.77
1/26/2020 3:00,82.2,29.9,395,97.1,79,75,89,6,29.77
1/26/2020 3:30,81.8,29.8,387.4,95,79,75,89,5,29.77
1/26/2020 4:00,82.1,29.8,389.2,95.6,79,75,89,7,29.77
1/26/2020 4:30,82.1,29.8,394.4,96.9,79,75,89,2,29.77
1/26/2020 5:00,81.1,29.6,383.9,94.4,79,75,89,5,29.77
1/26/2020 5:30,81.2,29.6,386.5,94.6,79,75,89,3,29.77
1/26/2020 6:00,81.5,29.6,387.4,94.4,77,73,89,3,29.8
1/26/2020 6:30,83.4,29.6,397.1,95.8,77,73,89,2,29.8
1/26/2020 7:00,87.4,30,445.6,101.4,77,73,89,3,29.8
1/26/2020 7:30,91.1,30.3,445.1,107.9,79,73,83,5,29.8
1/26/2020 8:00,93.4,30.5,463,110.2,81,75,84,3,29.83
1/26/2020 8:30,93.8,30.8,471.7,113,82,75,79,5,29.83
1/26/2020 9:00,96.6,31.2,476.8,116.1,84,75,74,5,29.86
1/26/2020 9:30,97.5,31.2,475.3,115.9,84,73,70,7,29.86
1/26/2020 10:00,96.8,31.2,475.6,116.4,84,73,70,6,29.89
1/26/2020 10:30,97.7,31.2,480.2,116.4,86,73,66,9,29.89
1/26/2020 11:00,97.4,31.1,472.1,115.2,86,73,66,9,29.86
1/26/2020 11:30,98.3,31.3,481.1,117.2,86,73,66,10,29.86
1/26/2020 12:00,101,31.6,494.3,121.3,88,75,66,10,29.86
1/26/2020 12:30,101.4,31.6,488.6,120.9,86,73,66,9,29.83
1/26/2020 13:00,103.1,31.7,504.7,123.1,88,72,58,9,29.83
1/26/2020 13:30,102.8,31.6,498.7,122.1,88,73,62,8,29.8
1/26/2020 14:00,103.4,31.8,501.2,122.9,90,72,55,9,29.77
1/26/2020 14:30,104.7,32.4,519.4,130.8,90,73,59,7,29.77
1/26/2020 15:00,104.7,32.3,513.7,129.4,91,73,55,9,29.74
1/26/2020 15:30,104.9,32.6,521.2,132,90,73,59,12,29.74
1/26/2020 16:00,107.7,33.6,548.3,142.7,90,73,59,12,29.71
1/26/2020 16:30,108.4,33.7,559.4,138,90,73,59,12,29.71
1/26/2020 17:00,108.4,33.9,560.2,136.3,88,73,62,10,29.71
1/26/2020 17:30,108.4,33.7,562.8,134,86,73,66,12,29.71
1/26/2020 18:00,107.5,33.3,546.5,131,84,73,70,13,29.74
1/26/2020 18:30,105.7,33.3,537.1,139,82,73,74,12,29.74
1/26/2020 19:00,105.1,33.2,536.9,137.7,82,73,74,13,29.74
1/26/2020 19:30,102.6,33.1,527,136.4,82,73,74,13,29.77
1/26/2020 20:00,101.2,32.9,526,134.7,82,73,74,10,29.77
1/26/2020 20:30,98.9,32.3,506.9,127.6,82,75,79,8,29.8
1/26/2020 21:00,96.4,31.8,486.2,121.9,82,75,79,7,29.8
1/26/2020 21:30,95.3,31.6,477.1,119.6,82,75,79,7,29.8
1/26/2020 22:00,95.4,31.6,475.9,119.1,82,75,79,8,29.83
1/26/2020 22:30,94.5,31.6,467.3,117.9,82,73,74,8,29.83
1/26/2020 23:00,94.2,31.5,467.7,117,81,73,79,9,29.83
1/26/2020 23:30,94.2,31.5,466.8,117,81,73,79,8,29.83
1/27/2020 0:00,91.3,31.2,445.3,112.6,81,73,79,6,29.8
1/27/2020 0:30,89.4,30.9,430.5,108,81,73,79,8,29.83
1/27/2020 1:00,90.5,31,438.6,109.3,81,73,79,8,29.8
1/27/2020 1:30,89.6,30.9,427.2,107.1,81,73,79,7,29.8
1/27/2020 2:00,89.2,30.9,420.6,107.2,81,73,79,7,29.77
1/27/2020 2:30,88.6,30.8,418,105.1,81,75,84,6,29.77
1/27/2020 3:00,88.6,30.9,422.8,107.1,81,75,84,5,29.77
1/27/2020 3:30,88.6,30.9,420.9,107,81,75,84,5,29.74
1/27/2020 4:00,88.6,30.9,421.2,106.4,81,75,84,7,29.74
1/27/2020 4:30,89.5,31.1,427.3,108,81,75,84,5,29.77
1/27/2020 5:00,91,31.2,438.1,110.5,81,75,84,2,29.77
1/27/2020 5:30,92.9,31.3,445.7,112.5,81,75,84,3,29.77
1/27/2020 6:00,93.9,31.3,454.2,113.8,81,75,84,3,29.8
1/27/2020 6:30,97.4,31.5,478.4,118,81,75,84,1,29.8
1/27/2020 7:00,103.3,31.9,528.5,125.5,81,75,84,2,29.8
1/27/2020 7:30,111.4,32.3,566.6,126.1,81,75,84,2,29.83
1/27/2020 8:00,111.1,32.2,564.2,122.2,81,75,84,3,29.83
1/27/2020 8:30,110.7,32.5,572.4,125.3,81,75,84,5,29.83
1/27/2020 9:00,110.9,32.7,567.4,125.7,82,75,79,5,29.83
1/27/2020 9:30,109.8,32.6,553.5,122.4,82,75,79,8,29.83
1/27/2020 10:00,109.4,32.6,556.8,122.2,84,75,74,10,29.83
1/27/2020 10:30,109.4,32.8,558.1,124.7,84,75,74,6,29.83
1/27/2020 11:00,109.7,33,567,127,88,75,66,8,29.83
1/27/2020 11:30,110.1,33.1,570.2,127.6,88,75,66,8,29.83
1/27/2020 12:00,110.4,33.1,573,129.1,90,75,62,8,29.83
1/27/2020 12:30,110.2,33,564.9,126.2,88,75,66,8,29.8
1/27/2020 13:00,110.1,33,563.6,126,88,75,66,9,29.8
1/27/2020 13:30,109.9,33.1,564.3,126.4,90,75,62,9,29.8
1/27/2020 14:00,110.3,33.5,575.5,130.9,88,75,66,10,29.77
1/27/2020 14:30,110.8,34.3,599.9,141.2,88,75,66,9,29.77
1/27/2020 15:00,111,34.1,598.5,139.7,86,75,70,12,29.74
1/27/2020 15:30,110.8,33.8,587.9,135.8,84,75,74,9,29.74
1/27/2020 16:00,110.6,33.5,586.9,133.4,82,77,84,10,29.74
1/27/2020 16:30,110.4,33.3,589.2,133.5,82,77,84,9,29.74
1/27/2020 17:00,109.4,32.6,566.9,125,79,77,94,3,29.74
1/27/2020 17:30,108.5,32.2,550.4,119.3,79,77,94,9,29.74
1/27/2020 18:00,107.9,32,538.8,116.8,79,77,94,7,29.74
1/27/2020 18:30,108,32.6,550.5,121.2,79,77,94,5,29.77
1/27/2020 19:00,107.1,32.9,551.2,127,79,77,94,10,29.77
1/27/2020 19:30,99.3,32.5,504.5,128.5,81,77,89,7,29.77
1/27/2020 20:00,96.2,32.7,522.3,131.4,81,77,89,6,29.77
1/27/2020 20:30,99.1,32.7,512.5,131.7,81,77,89,7,29.8
1/27/2020 21:00,97.5,32.6,505.5,130.6,81,77,89,7,29.83
1/27/2020 21:30,97.1,32.6,504,129.8,81,77,89,7,29.83
1/27/2020 22:00,97.2,32.4,491.8,126.8,81,77,89,5,29.83
1/27/2020 22:30,95.5,32.3,484.5,125.2,81,75,84,7,29.83
1/27/2020 23:00,94.6,32.2,479,123.6,81,75,84,5,29.86
1/27/2020 23:30,93.9,32.1,474.4,123,81,75,84,5,29.83
1/28/2020 0:00,92.3,32,464.8,120.1,81,75,84,7,29.83
1/28/2020 0:30,90.8,31.4,445.7,113.3,79,75,89,5,29.83
1/28/2020 1:00,91.1,31.1,432.1,109.2,79,75,89,5,29.83
1/28/2020 1:30,91.1,31.1,426.9,108.9,81,75,84,3,29.83
1/28/2020 2:00,90.3,31.1,423.7,108.1,79,75,89,5,29.8
1/28/2020 2:30,90.2,31,421.8,108,79,75,89,5,29.8
1/28/2020 3:00,90.6,31.1,427.6,108.3,79,75,89,5,29.77
1/28/2020 3:30,90.3,31.1,421.8,108,79,75,89,2,29.77
1/28/2020 4:00,87.2,30.9,411.8,105.8,79,75,89,5,29.77
1/28/2020 4:30,87.3,31,417.6,106.4,79,75,89,5,29.77
1/28/2020 5:00,90.9,31.3,434.7,110.8,79,75,89,2,29.77
1/28/2020 5:30,93.6,31.6,466.2,117.6,79,75,89,2,29.77
1/28/2020 6:00,97,32,481.8,122.7,79,75,89,3,29.77
1/28/2020 6:30,100.2,32.2,500,126.2,81,75,84,6,29.8
1/28/2020 7:00,108.9,32.7,567.2,132.8,79,75,89,5,29.8
1/28/2020 7:30,126.8,31.9,712.7,210.7,81,75,84,3,29.8
1/28/2020 8:00,124.5,31,651.6,185.6,82,77,84,6,29.8
1/28/2020 8:30,96.4,32.6,591.6,143.1,82,75,79,8,29.83
1/28/2020 9:00,111.8,33.1,596.1,142.6,84,75,74,9,29.83
1/28/2020 9:30,116.9,33.3,594.5,143.3,86,75,70,9,29.83
1/28/2020 10:00,117.8,33.5,601.7,143,86,75,70,9,29.86
1/28/2020 10:30,89.8,30.4,438.1,92.7,88,75,66,7,29.86
1/28/2020 11:00,134.7,33.9,908.7,225.3,88,75,66,6,29.86
1/28/2020 11:30,141.5,33.2,806.6,239.5,88,75,66,7,29.83
1/28/2020 12:00,121.7,31.8,668.9,196.3,90,75,62,7,29.83
1/28/2020 12:30,106.8,32.2,613.3,162.5,90,75,62,5,29.83
1/28/2020 13:00,98.1,34.2,611,143.7,90,75,62,7,29.8
1/28/2020 13:30,113.2,34.1,618.7,143.5,88,77,70,12,29.8
1/28/2020 14:00,116.3,34.2,621.2,142.9,88,75,66,15,29.77
1/28/2020 14:30,126.7,32.7,722.3,206.9,88,75,66,14,29.77
1/28/2020 15:00,127.8,31.7,680.2,192.8,88,75,66,12,29.74
1/28/2020 15:30,126,32.3,690.6,202,90,77,66,10,29.74
1/28/2020 16:00,126.7,32.4,725.3,209.4,88,75,66,10,29.74
1/28/2020 16:30,134.1,32.4,708.1,206.8,88,73,62,9,29.71
1/28/2020 17:00,132.7,32.8,724.7,212.9,88,75,66,12,29.71
1/28/2020 17:30,131.7,32.4,713.6,206.5,86,75,70,12,29.74
1/28/2020 18:00,127.7,32,685.9,198.1,84,75,74,10,29.74
1/28/2020 18:30,123.6,31.5,657.3,187.6,84,75,74,9,29.77
1/28/2020 19:00,106,30.8,574.3,149.5,84,75,74,9,29.8
1/28/2020 19:30,91.6,32.4,555.8,122.7,82,75,79,7,29.8
1/28/2020 20:00,103.7,32.4,548.3,121.8,82,75,79,7,29.83
1/28/2020 20:30,103.3,32,527.5,114.9,82,75,79,8,29.83
1/28/2020 21:00,100.9,31.8,509.3,112,82,75,79,3,29.83
1/28/2020 21:30,98.7,31.9,504.4,113.5,82,75,79,8,29.83
1/28/2020 22:00,98.4,32.1,509.4,114.8,82,75,79,3,29.86
1/28/2020 22:30,98.4,32.1,502.5,115.5,82,75,79,6,29.86
1/28/2020 23:00,99.1,32.2,508.5,116.5,82,75,79,3,29.86
1/28/2020 23:30,97.8,32.1,498.4,115.9,82,75,79,5,29.86
1/29/2020 0:00,93.8,31.9,480.1,115.6,82,77,84,5,29.86
1/29/2020 0:30,92.2,31.7,463.4,117.5,82,77,84,7,29.86
1/29/2020 1:00,91.8,31.6,456,115.4,82,77,84,6,29.83
1/29/2020 1:30,90.3,31.4,447.4,113.3,82,75,79,5,29.83
1/29/2020 2:00,90.1,31.4,448.6,113.5,81,75,84,3,29.83
1/29/2020 2:30,90.2,31.4,449.8,112.7,81,75,84,3,29.83
1/29/2020 3:00,90.4,31.4,448.3,113.1,81,77,89,2,29.8
1/29/2020 3:30,89.8,31.4,444.1,111.9,81,77,89,2,29.8
1/29/2020 4:00,89.9,31.5,447.3,113.5,81,77,89,3,29.8
1/29/2020 4:30,89.2,31.4,444.4,112.6,81,77,89,3,29.83
1/29/2020 5:00,91.7,31.5,460,112.1,81,77,89,3,29.8
1/29/2020 5:30,94.2,31.6,467,113.7,81,77,89,2,29.83
1/29/2020 6:00,95.8,31.6,471.1,113.2,81,77,89,2,29.83
1/29/2020 6:30,98.5,31.8,494.2,111,81,77,89,2,29.83
1/29/2020 7:00,103,32,532.5,119.5,81,77,89,2,29.83
1/29/2020 7:30,133.4,31.2,729.8,197.2,82,77,84,2,29.83
1/29/2020 8:00,131.5,30.8,662.6,184,82,77,84,2,29.86
1/29/2020 8:30,126.5,31.3,702.4,196.9,82,77,84,3,29.86
1/29/2020 9:00,116.5,30.9,634.2,182.3,82,77,84,5,29.89
1/29/2020 9:30,121,30.9,647.6,180.2,84,77,79,7,29.89
1/29/2020 10:00,105.8,31,549.2,146.2,84,77,79,6,29.89
1/29/2020 19:00,83.8,30.7,487.1,105.8,77,75,94,3,29.86
1/29/2020 19:30,94.3,31.5,519.6,114,77,75,94,2,29.86
1/29/2020 20:00,95.6,30.8,484.4,111.5,77,75,94,3,29.86
1/29/2020 20:30,94,30.5,481.9,113.2,77,75,94,3,29.89
1/29/2020 21:00,90.9,30.1,458.4,108.4,77,75,94,5,29.89
1/29/2020 21:30,89,29.8,445,104.2,77,75,94,3,29.89
1/29/2020 22:00,89.6,30.2,444.5,107.1,77,75,94,3,29.92
1/29/2020 22:30,88.1,30.2,428.5,105,75,73,94,5,29.89
1/29/2020 23:00,89.4,30.3,442.1,106.6,75,73,94,5,29.89
1/29/2020 23:30,87.4,30.1,431,104.1,75,73,94,5,29.86
1/30/2020 0:00,84.4,29.9,413.6,100.9,77,75,94,2,29.86
1/30/2020 0:30,83.2,29.6,401,96.7,77,75,94,2,29.86
1/30/2020 1:00,83.5,29.4,397.6,95.7,77,75,94,3,29.86
1/30/2020 1:30,82.7,29.1,385.6,91.9,77,75,94,5,29.83
1/30/2020 2:00,81.8,29,380.9,91,77,75,94,3,29.83
1/30/2020 2:30,80.4,28.7,366.6,87.2,75,73,94,2,29.83
1/30/2020 3:00,80.5,28.7,373.8,88.7,75,73,94,1,29.83
1/30/2020 3:30,80.1,28.5,366,85.8,75,73,94,1,29.83
1/30/2020 4:00,79.9,28.4,367.5,86.1,75,73,94,2,29.8
1/30/2020 4:30,79.6,28.4,364.3,85.2,75,73,94,3,29.8
1/30/2020 5:00,82.9,28.6,387.3,89.4,75,73,94,3,29.8
1/30/2020 5:30,85.9,28.8,392.1,91.7,75,73,94,3,29.8
1/30/2020 6:00,87.3,28.8,404.1,92.9,75,73,94,3,29.83
