Origin Time,Latitude,Longitude,Magnitude,Depth,Region
30-10-2019 17:27:33 WIB,-8.62,119.26,4.2,131 Km,59 km Tenggara KOTA-BIMA-NTB
29-10-2019 14:29:05 WIB,1.84,122.89,4.5,419 Km,111 km BaratLaut BOROKO-BOLMUT-SULUT
29-10-2019 13:45:32 WIB,-0.10,123.03,4.9,144 Km,71 km Selatan GORONTALO-GORONTALO
29-10-2019 10:36:26 WIB,2.41,126.20,4.7,21 Km,100 km Tenggara ONDONG-KEP.SITARO-SULUT
29-10-2019 08:04:48 WIB,6.80,125.25,6.6,43 Km,"Mindanao, Philippines"
29-10-2019 08:04:45 WIB,6.84,125.22,6.6,15 Km,"Mindanao, Philippines"
28-10-2019 23:27:33 WIB,-9.17,119.53,3.7,60 Km,45 km TimurLaut TAMBOLAKA-NTT
28-10-2019 12:19:57 WIB,-8.07,119.83,4.0,25 Km,47 km BaratLaut LABUANBAJO-NTT
28-10-2019 11:07:49 WIB,2.52,128.46,4.8,22 Km,55 km TimurLaut DARUBA-MALUT
27-10-2019 23:23:46 WIB,-8.06,119.81,4.5,10 Km,49 km BaratLaut LABUANBAJO-NTT
27-10-2019 00:27:46 WIB,-2.34,140.35,4.1,10 Km,31 Km BaratLaut KAB-JAYAPURA-Papua - Indonesia
25-10-2019 11:57:10 WIB,-9.04,120.40,3.7,21 Km,39 km BaratDaya BORONG-NTT
25-10-2019 05:10:41 WIB,-9.36,121.94,3.8,27 Km,65 km Tenggara ENDE-NTT
24-10-2019 20:38:18 WIB,1.16,124.22,5.7,251 Km,"Minahassa Peninsula, Sulawesi"
24-10-2019 10:42:54 WIB,-9.12,117.83,3.7,68 Km,83 km Tenggara SUMBAWA-NTB
23-10-2019 10:50:45 WIB,-2.67,138.43,5.2,10 Km,"Irian Jaya, Indonesia"
23-10-2019 05:54:05 WIB,-2.36,138.41,5.0,13 Km,"Papua, Indonesia"
23-10-2019 05:11:07 WIB,-2.48,99.68,5.4,20 Km,"Southern Sumatra, Indonesia"
23-10-2019 02:24:29 WIB,-2.40,138.43,5.3,10 Km,"Papua, Indonesia"
23-10-2019 02:15:33 WIB,-2.32,138.59,5.2,22 Km,"Papua, Indonesia"
23-10-2019 01:22:53 WIB,-8.82,117.75,3.7,100 Km,51 km Tenggara SUMBAWA-NTB
22-10-2019 20:13:49 WIB,-9.58,118.29,5.1,10 Km,"Sumbawa Region, Indonesia"
22-10-2019 12:10:37 WIB,-10.93,121.40,4.3,76 Km,63 km BaratDaya SABURAIJUA-NTT
22-10-2019 07:03:55 WIB,-2.47,99.64,5.0,22 Km,"Southern Sumatra, Indonesia"
21-10-2019 06:27:04 WIB,-7.8,117.24,4.2,10 Km,72 km TimurLaut PULAUSARINGI-NTB
20-10-2019 21:04:55 WIB,-0.59,131.54,4.1,5 Km,44 Km TimurLaut Kota Sorong - Papua
20-10-2019 04:51:31 WIB,2.1,128.57,4.7,13 Km,31 Km Timur Laut Daruba - Malut
19-10-2019 21:29:23 WIB,-9.1,127.42,5.0,39 Km,Timor Sea
19-10-2019 21:29:21 WIB,-9.13,127.39,5.0,15 Km,Timor Sea
18-10-2019 20:18:45 WIB,4.63,125.26,5.2,67 Km,"Talaud Islands, Indonesia"
18-10-2019 02:34:11 WIB,-2.93,141.59,5.5,57 Km,"Near N. Coast of New Guinea, PNG."
18-10-2019 02:34:05 WIB,-2.68,141.91,5.8,10 Km,"Near N. Coast of New Guinea,"
16-10-2019 14:30:39 WIB,1.29,97.05,4.4,25 Km,"35 km Baratdaya NIASUTARA,SUMUT"
16-10-2019 09:18:22 WIB,1.26,97.01,4.8,23 Km,"43 km Baratdaya NIASUTARA,SUMUT"
14-10-2019 02:35:16 WIB,-0.17,124.78,5.0,56 Km,Southern Molucca Sea
13-10-2019 22:52:27 WIB,-7.62,119.33,3.9,10 Km,113 km TimurLaut BIMA-NTB
13-10-2019 00:14:44 WIB,1.48,124.69,3.7,10 Km,24 km BaratLaut Tomohon-SULUT
11-10-2019 05:30:17 WIB,-9.91,118.63,3.8,10 Km,52 km BaratDaya KODI-SUMBABARATDAYA-NTT
10-10-2019 21:16:40 WIB,-7,129.67,4.9,164 Km,Banda Sea
10-10-2019 18:33:59 WIB,-9.29,118.02,4.3,35 Km,97 km BaratDaya DOMPU-NTB
10-10-2019 17:12:18 WIB,-10.05,119.21,4.7,10 Km,35 km BaratDaya WANOKAKA-NTT
10-10-2019 14:31:23 WIB,-9.47,118.95,4.1,33 Km,14 km BaratLaut KODI-SUMBABARATDAYA-NTT
10-10-2019 11:39:44 WIB,-3.57,128.26,5.2,10 Km,"Seram, Indonesia"
10-10-2019 10:12:44 WIB,-0.94,134.32,4.3,10 Km,"Di laut, 35 km Tenggara MANOKWARI- PAPUABRT"
09-10-2019 12:57:47 WIB,-7.78,117.36,4.1,18 Km,79 km BaratLaut SUMBAWA-NTB
09-10-2019 05:38:58 WIB,-1.18,136.27,3.8,21 Km,20 Km Timur Laut Biak Numfor -
06-10-2019 22:50:32 WIB,0.88,126.51,4.5,10 Km,95 km Barat Laut Ternate- Maluku Utara
06-10-2019 17:41:18 WIB,04.05,97.23,4.5,10 Km,"Di darat, 13 km BaratLaut Kab. Gayolues"
05-10-2019 12:27:28 WIB,-5.93,133.58,4.8,10 Km,"Aru Islands Region, Indonesia"
04-10-2019 20:19:28 WIB,-5.29,133.93,5.0,18 Km,"Aru Islands Region, Indonesia"
04-10-2019 07:45:55 WIB,1.44,125.68,4.6,10 Km,55 km Timur BITUNG-SULUT
03-10-2019 21:33:03 WIB,-2.55,138.57,5.6,14 Km,"Irian Jaya, Indonesia"
03-10-2019 08:25:07 WIB,-4.83,133.68,5.1,10 Km,"Papua Region, Indonesia"
02-10-2019 21:24:29 WIB,-2.55,139.04,4.9,10 Km,Near North Coast of Irian Jaya
30-11-2019 18:33:46 WIB,-1.15,134.30,3.8,4 Km,41 Km Tenggara Manokwari-Papua Barat - Indonesia
27-11-2019 10:49:15 WIB,1.55,99.28,4.2,10 Km,5 km Tenggara TAPANULISELATAN-SUMUT
27-11-2019 06:39:07 WIB,-8.84,121.61,4.0,102 Km,5 km BaratLaut ENDE-NTT
26-11-2019 13:15:25 WIB,-8.3,116.56,3.8,10 Km,39 km TimurLaut LOMBOKTIMUR-NTB
25-11-2019 08:01:13 WIB,1.17,126.53,3.7,10 Km,102 km BaratLaut TERNATE-MALUT
25-11-2019 05:05:11 WIB,1.68,132.84,4.9,10 Km,"Irian Jaya Region, Indonesia"
24-11-2019 21:48:06 WIB,-0.14,124.35,5.0,61 Km,Southern Molucca Sea
24-11-2019 13:58:46 WIB,-9.53,118.88,3.8,29 Km,13 km BaratLaut KODI-SUMBABARATDAYA-NTT
24-11-2019 09:06:36 WIB,-2.54,121.85,3.8,11 Km,"14 km Barat Bungku, Morowali - Sulteng"
24-11-2019 08:08:25 WIB,-0.95,97.79,4.8,14 Km,"Southwest of Sumatra, Indonesia"
24-11-2019 06:52:26 WIB,-8.76,118.38,4.8,118 Km,26 km BaratDaya DOMPU-NTB
23-11-2019 19:11:16 WIB,1.64,132.86,6.1,10 Km,"Irian Jaya Region, Indonesia"
23-11-2019 18:39:59 WIB,-7.62,128.87,5.4,129 Km,Banda Sea
22-11-2019 22:14:26 WIB,-8.3,119.57,3.7,148 Km,42 km BaratLaut LABUANBAJO-NTT
22-11-2019 14:25:18 WIB,-9.74,115.97,3.9,10 Km,119 km BaratDaya LOMBOKBARAT-NTB
22-11-2019 14:23:24 WIB,-9.8,116.04,4.4,10 Km,124 km BaratDaya LOMBOKBARAT-NTB
20-11-2019 14:03:08 WIB,-9.63,121.82,4.6,10 Km,89 km Tenggara ENDE-NTT
20-11-2019 13:32:13 WIB,1.70,126.48,4.7,10 Km,129 km BaratLaut-Halmahera Barat- MALUT
19-11-2019 04:40:09 WIB,-0.55,134.07,4.9,10 Km,"Irian Jaya Region, Indonesia"
18-11-2019 18:24:04 WIB,1.79,126.48,4.9,10 Km,132 km Barat Laut Halmahera-Malut
18-11-2019 01:32:20 WIB,-11.1,116.50,3.9,10 Km,263 km BaratDaya SUMBAWABARAT-NTB
17-11-2019 23:42:57 WIB,1.45,126.37,4.0,10 Km,129 km Baratlaut JAILOLO-MALUT
17-11-2019 08:28:57 WIB,07.04,94.39,5.1,16 Km,"Nicobar Islands, India Region"
17-11-2019 00:46:04 WIB,-3.3,137.65,5.1,65 Km,"Irian Jaya, Indonesia"
16-11-2019 18:07:59 WIB,-11.03,117.81,3.9,10 Km,206 km BaratDaya KODI-SUMBABARATDAYA-NTT
16-11-2019 17:19:16 WIB,1.66,126.40,5.7,39 Km,Northern Molucca Sea
16-11-2019 09:24:43 WIB,1.61,126.42,4.4,10 Km,131 km BaratLaut JAILOLO-MALUT
16-11-2019 06:44:32 WIB,1.57,126.50,5.1,10 Km,Northern Molucca Sea
15-11-2019 19:52:22 WIB,1.75,126.37,5.0,10 Km,Northern Molucca Sea
15-11-2019 14:06:53 WIB,-4.54,101.74,5.2,78 Km,"Southern Sumatra, Indonesia"
15-11-2019 12:06:09 WIB,0.89,122.78,4.4,26 Km,14 km Baratlaut GORONTALO UTARA-GORONTALO
15-11-2019 10:13:02 WIB,1.77,126.52,4.9,44 Km,Northern Molucca Sea
15-11-2019 10:12:59 WIB,1.77,126.48,5.0,10 Km,Northern Molucca Sea
15-11-2019 08:17:39 WIB,1.67,126.39,6.0,51 Km,Northern Molucca Sea
15-11-2019 07:39:12 WIB,1.73,126.39,5.0,10 Km,Northern Molucca Sea
15-11-2019 05:42:23 WIB,1.71,126.37,5.3,10 Km,Northern Molucca Sea
15-11-2019 03:19:41 WIB,1.83,126.42,5.4,10 Km,Northern Molucca Sea
15-11-2019 01:45:39 WIB,1.49,126.40,5.9,10 Km,Northern Molucca Sea
15-11-2019 00:55:19 WIB,1.58,126.43,5.0,10 Km,Northern Molucca Sea
15-11-2019 00:55:18 WIB,1.54,126.46,5.0,10 Km,Northern Molucca Sea
14-11-2019 23:17:43 WIB,1.67,126.39,7.1,73 Km,Northern Molucca Sea
14-11-2019 23:17:41 WIB,1.63,126.40,7.4,10 Km,Northern Molucca Sea
14-11-2019 21:46:29 WIB,-3.71,119.85,3.8,4 Km,19 km Tenggara ENREKANG-SULSEL
14-11-2019 21:40:24 WIB,-1.23,120.87,4.9,13 Km,"22 km arah timurlaut Poso, Kab. Poso"
14-11-2019 14:33:34 WIB,-9.74,122.28,4.3,38 Km,103 km TimurLaut SABURAIJUA-NTT
14-11-2019 08:49:36 WIB,-8.04,117.82,4.1,10 Km,66 km TimurLaut SUMBAWA-NTB
13-11-2019 20:02:54 WIB,-1.00,120.32,4.2,7 Km,4 Km Tenggara Torue Kab. Parigi Mountong
13-11-2019 09:20:07 WIB,0.99,122.13,4.6,19 Km,10 km Barat TOLINGGULA-GORONTALO
12-11-2019 18:42:50 WIB,0.84,97.36,4.9,22 Km,"Northern Sumatra, Indonesia"
12-11-2019 17:10:42 WIB,-3.52,128.35,5.1,10 Km,"Seram, Indonesia"
12-11-2019 12:45:51 WIB,-7.85,118.65,3.8,27 Km,66 km BaratLaut BIMA-NTB
12-11-2019 06:41:00 WIB,1.44,126.99,5.8,93 Km,Northern Molucca Sea
12-11-2019 06:40:59 WIB,1.49,127.04,5.7,120 Km,"Halmahera, Indonesia"
11-11-2019 16:21:00 WIB,-6.61,131.20,5.0,76 Km,"Tanimbar Islands Reg., Indonesia"
11-11-2019 10:48:48 WIB,-0.38,122.88,4.3,48 Km,104 km Baratlaut BANGGAIKEP-SULTENG
10-11-2019 00:57:41 WIB,-8.64,118.37,4.7,116 Km,15 km BaratDaya DOMPU-NTB
09-11-2019 02:57:25 WIB,4.80,127.37,5.1,67 Km,"Talaud Islands, Indonesia"
08-11-2019 05:41:29 WIB,5.63,126.37,5.4,84 Km,"Melonguane,North Sulawesi"
07-11-2019 21:29:53 WIB,-9.56,119.48,3.8,42 Km,13 km TimurLaut WAIKABUBAK-NTT
07-11-2019 11:35:35 WIB,02.01,126.45,4.8,10 Km,146 km Barat laut HALMAHERA BARAT-MALUT
04-11-2019 23:49:39 WIB,-8.29,116.71,3.7,10 Km,27 km BaratLaut PULAUPANJANG-NTB
04-11-2019 23:25:25 WIB,-2.88,127.79,5.0,13 Km,Ceram Sea
04-11-2019 14:00:02 WIB,-2.82,140.28,4.5,10 Km,37 km BaratDaya KAB-JAYAPURA-PAPUA
01-11-2019 09:33:58 WIB,3.26,127.08,5.5,10 Km,"Talaud Islands, Indonesia"
31-12-2019 20:08:26 WIB,-11.31,118.36,3.7,10 Km,203 km BaratDaya KODI-SUMBABARATDAYA-NTT
31-12-2019 05:05:58 WIB,-9.31,119.34,4.2,34 Km,19 km TimurLaut TAMBOLAKA-NTT
30-12-2019 09:19:58 WIB,-7.8,119.47,4.1,251 Km,90 km BaratLaut LABUANBAJO-NTT
29-12-2019 16:12:16 WIB,4.58,125.40,5.2,10 Km,"Talaud Islands, Indonesia"
29-12-2019 01:25:45 WIB,1.51,128.55,4.7,43 Km,23 Km Timur Laut Halmahera Timur -
28-12-2019 19:08:32 WIB,-6.55,130.30,5.1,139 Km,Banda Sea
28-12-2019 14:23:37 WIB,-6.26,130.44,4.6,165 Km,Banda Sea
26-12-2019 08:19:18 WIB,-0.63,131.74,4.0,10 Km,56 Km TimurLaut Kota Sorong-Papua Barat -
25-12-2019 23:56:25 WIB,3.87,126.78,5.1,21 Km,"Talaud Islands, Indonesia"
25-12-2019 21:57:09 WIB,-9.43,119.24,4.3,41 Km,7 km Tenggara TAMBOLAKA-NTT
25-12-2019 07:56:46 WIB,-1.49,120.08,4.8,10 Km,12 km arah tenggara Kulawi Kab. Sigi-SULTENG
24-12-2019 06:14:15 WIB,-8.32,116.26,3.9,10 Km,11 km TimurLaut LOMBOKUTARA-NTB
21-12-2019 18:25:32 WIB,-5.08,133.91,5.0,15 Km,"Aru Islands Region, Indonesia"
21-12-2019 18:25:31 WIB,-5.13,133.92,4.9,15 Km,"Aru Islands Region, Indonesia"
20-12-2019 02:01:40 WIB,5.50,93.61,4.8,10 Km,194 km BaratDaya KOTA-SABANG-ACEH
19-12-2019 03:32:25 WIB,-7.51,120.17,3.9,550 Km,113 km TimurLaut LABUANBAJO-NTT
18-12-2019 19:42:44 WIB,-9.78,117.55,3.9,11 Km,137 km Tenggara SUMBAWABARAT-NTB
16-12-2019 03:59:18 WIB,0.46,96.32,5.0,24 Km,diLaut 138 Km BD Nias Barat SUMUT
15-12-2019 23:10:51 WIB,-8.53,116.85,3.8,181 Km,11 km BaratDaya PULAUPANJANG-NTB
15-12-2019 21:09:11 WIB,1.81,127.27,5.4,101 Km,"Halmahera, Indonesia"
15-12-2019 13:11:54 WIB,6.64,125.24,6.8,37 Km,"Mindanao, Philippines"
15-12-2019 12:51:03 WIB,-11.23,115.73,4.0,10 Km,276 km Tenggara NUSADUA-BALI
14-12-2019 17:52:36 WIB,-8.5,116.91,4.1,10 Km,6 km Tenggara PULAUPANJANG-NTB
14-12-2019 17:25:09 WIB,-8.48,116.91,3.8,10 Km,4 km Tenggara PULAUPANJANG-NTB
14-12-2019 00:04:53 WIB,-0.85,127.94,5.1,23 Km,"Halmahera, Indonesia"
11-12-2019 21:02:00 WIB,-9.44,117.52,3.8,25 Km,106 km Tenggara SUMBAWA-NTB
11-12-2019 09:13:09 WIB,-0.25,124.52,4.9,20 Km,94 Km Tenggara Molibagu - Sulawesi Utara
11-12-2019 05:38:58 WIB,-11.37,117.97,3.7,10 Km,227 km BaratDaya KODI-SUMBABARATDAYA-NTT
09-12-2019 03:52:07 WIB,-8.46,116.91,4.0,8 Km,2 km Tenggara PULAUPANJANG-NTB
08-12-2019 21:32:02 WIB,-9.47,119.26,4.1,55 Km,12 km Tenggara TAMBOLAKA-NTT
08-12-2019 19:58:07 WIB,-8.47,116.89,3.9,12 Km,3 km BaratDaya PULAUPANJANG-NTB
05-12-2019 19:24:45 WIB,5.40,126.79,5.7,62 Km,"Mindanao, Philippines"
05-12-2019 16:13:50 WIB,5.21,95.79,5.0,10 Km,"Northern Sumatra, Indonesia"
05-12-2019 16:13:27 WIB,6.74,94.42,5.5,32 Km,"Nicobar Islands, India Region"
04-12-2019 23:21:20 WIB,-2.93,119.47,4.3,10 Km,"6 Km Timur Kec. Tawalian, Kab. Mamasa,"
04-12-2019 13:04:13 WIB,-6.84,130.07,5.3,161 Km,Banda Sea
03-12-2019 20:21:03 WIB,1.41,126.2,4.3,15 Km,119 km Tenggara Bitung-SULUT
03-12-2019 18:24:25 WIB,0.62,122.30,4.9,61 Km,14 km BaratLaut Boalemo - Gorontalo
03-12-2019 17:55:29 WIB,1.50,126.20,5.4,10 Km,Northern Molucca Sea
03-12-2019 17:52:24 WIB,1.51,126.14,5.2,10 Km,Northern Molucca Sea
01-12-2019 20:17:04 WIB,1.75,99.15,4.7,10 Km,22 km Baratlaut TAPANULISELATAN-SUMUT
01-12-2019 11:02:23 WIB,-0.70,121.62,4.4,10 Km,19 km arah utara Ampana Kab. Tojo
30-01-2020 06:46:58 WIB,0.76,126.34,5.8,55 Km,Northern Molucca Sea
27-01-2020 22:14:12 WIB,-8.62,118.38,4.2,118 Km,13 km BaratDaya DOMPU-NTB
27-01-2020 16:00:03 WIB,3.81,126.52,4.4,10 Km,27 km BaratDaya MELONGUANE-SULUT
25-01-2020 20:31:13 WIB,-9.45,117.53,4.0,23 Km,107 km Tenggara SUMBAWA-NTB
25-01-2020 12:17:21 WIB,-8.81,116.78,4.2,113 Km,10 km BaratDaya SUMBAWABARAT-NTB
24-01-2020 07:50:45 WIB,-9.77,116.99,5.0,66 Km,"Sumbawa Region, Indonesia"
22-01-2020 23:49:24 WIB,-9.63,118.32,4.2,45 Km,74 km BaratDaya KODI-SUMBABARATDAYA-NTT
22-01-2020 10:49:29 WIB,-8.76,119.31,4.6,119 Km,70 km Tenggara KOTA-BIMA-NTB
19-01-2020 23:58:20 WIB,-0.1,123.86,6.3,126 Km,"Minahassa Peninsula, Sulawesi"
19-01-2020 23:58:16 WIB,-0.21,123.89,6.6,10 Km,"Minahassa Peninsula, Sulawesi"
19-01-2020 07:14:41 WIB,-2.82,139.53,5.1,35 Km,Near North Coast of Irian Jaya
18-01-2020 23:38:14 WIB,-2.77,139.52,6.1,53 Km,Near North Coast of Irian Jaya
18-01-2020 08:55:29 WIB,4.48,95.53,4.5,62 Km,18 km Barat Daya CALANG - ACEH
18-01-2020 08:31:13 WIB,-6.74,132.06,5.1,35 Km,"Tanimbar Islands Reg., Indonesia"
18-01-2020 08:10:26 WIB,-9.23,120.22,4.0,25 Km,48 km BaratLaut WAINGAPU-NTT
16-01-2020 15:35:23 WIB,-5.71,120.61,4.3,10 Km,"23 Km Tenggara Kec. Bontomatene, Kab. Selayar,"
16-01-2020 07:20:03 WIB,-10.01,115.75,4.4,17 Km,147 km Tenggara NUSADUA-BALI
15-01-2020 23:22:14 WIB,-9.43,123.68,4.8,72 Km,Timor Region
15-01-2020 15:25:52 WIB,-1.82,138.91,5.1,13 Km,Near North Coast of Irian Jaya
15-01-2020 15:25:51 WIB,-1.70,138.90,5.1,10 Km,Near North Coast of Papua
15-01-2020 14:55:30 WIB,-10.57,124.14,5.6,18 Km,Timor Region
15-01-2020 14:55:29 WIB,-10.54,124.12,5.7,16 Km,Timor Region
15-01-2020 02:26:14 WIB,-7.39,117.84,4.0,215 Km,130 km TimurLaut SUMBAWA-NTB
14-01-2020 18:03:52 WIB,-11.36,118.22,4.7,10 Km,214 km BaratDaya KODI-SUMBABARATDAYA-NTT
14-01-2020 08:45:14 WIB,-8.76,120.46,3.9,122 Km,16 km BaratDaya BORONG-NTT
12-01-2020 22:08:41 WIB,-8.78,118.14,3.9,79 Km,45 km BaratDaya DOMPU-NTB
12-01-2020 17:45:17 WIB,02.09,97.82,4.6,20 Km,Pusat gempa berada di laut 27 km
11-01-2020 19:00:02 WIB,-8.39,117.46,4.4,10 Km,11 km TimurLaut SUMBAWA-NTB
10-01-2020 17:06:57 WIB,-8.69,118.34,3.9,108 Km,22 km BaratDaya DOMPU-NTB
10-01-2020 07:13:11 WIB,2.50,127.61,5.1,52 Km,Northern Molucca Sea
09-01-2020 22:31:17 WIB,2.46,128.81,4.7,10 Km,73 KMTIMURLAUT DARUBA-MALUT
09-01-2020 21:41:06 WIB,-9.78,122.02,4.0,10 Km,88 km TimurLaut SABURAIJUA-NTT
09-01-2020 15:59:25 WIB,-11.19,118.18,3.7,10 Km,198 km BaratDaya KODI-SUMBABARATDAYA-NTT
09-01-2020 01:04:06 WIB,-8.99,119.31,3.7,114 Km,46 km TimurLaut TAMBOLAKA-NTT
07-01-2020 13:05:19 WIB,2.30,96.32,6.1,20 Km,"Northern Sumatra, Indonesia"
06-01-2020 19:31:53 WIB,-8.17,118.52,4.5,14 Km,38 km BaratLaut BIMA-NTB
05-01-2020 21:59:55 WIB,-9.61,119.22,4.1,23 Km,19 km BaratLaut WAIKABUBAK-NTT
05-01-2020 14:45:47 WIB,-6.52,129.26,5.1,216 Km,Banda Sea
02-01-2020 21:25:37 WIB,-10.98,117.68,3.9,10 Km,211 km BaratDaya KODI-SUMBABARATDAYA-NTT
02-01-2020 21:03:17 WIB,2.63,128.79,4.9,10 Km,85 km Timurlaut DARUBA-MALUT
02-01-2020 18:25:05 WIB,-5.75,125.05,5.6,20 Km,Banda Sea
29-02-2020 16:28:26 WIB,3.26,128.11,5.5,128 Km,"North of Halmahera, Indonesia"
28-02-2020 13:02:49 WIB,-8.64,119.83,4.6,139 Km,17 km BaratDaya LABUANBAJO-NTT
28-02-2020 04:28:11 WIB,-10.30,116.44,4.7,10 Km,177 km BaratDaya SUMBABARAT-NTB
28-02-2020 02:13:04 WIB,3.81,125.94,5.6,138 Km,"Talaud Islands, Indonesia"
27-02-2020 20:28:49 WIB,-8.68,118.40,4.7,107 Km,17 km BaratDaya DOMPU-NTB
27-02-2020 12:00:53 WIB,-7.98,117.91,4.3,17 Km,78 km TimurLaut SUMBAWA-NTB
26-02-2020 14:33:12 WIB,-7.66,131.21,5.9,65 Km,"Tanimbar Islands Reg., Indonesia"
26-02-2020 14:33:11 WIB,-7.68,131.19,6.0,63 Km,"Tanimbar Islands Reg., Indonesia"
26-02-2020 12:53:54 WIB,-8.4,116.59,3.8,10 Km,28 km TimurLaut LOMBOKTIMUR-NTB
23-02-2020 19:39:22 WIB,-7.54,120.21,4.4,364 Km,111 km TimurLaut LABUANBAJO-NTT
23-02-2020 10:39:56 WIB,-0.29,125.28,5.0,40 Km,Southern Molucca Sea
23-02-2020 10:39:54 WIB,-0.27,125.27,5.2,10 Km,Southern Molucca Sea
23-02-2020 10:16:02 WIB,-9.59,119.51,3.9,51 Km,10 km BaratLaut WAIBAKUL-NTT
23-02-2020 09:08:07 WIB,-0.25,125.26,5.4,45 Km,Southern Molucca Sea
22-02-2020 20:39:17 WIB,-8.63,118.36,3.8,117 Km,15 km BaratDaya DOMPU-NTB
22-02-2020 19:05:04 WIB,-2.46,121.46,4.1,10 Km,34 Km Timur Laut Luwu Timur -
22-02-2020 06:23:02 WIB,-9.2,118.83,4.5,83 Km,44 km BaratLaut TAMBOLAKA-NTT
21-02-2020 09:13:10 WIB,-9.75,120.63,4.6,68 Km,42 km Tenggara WAINGAPU-NTT
21-02-2020 03:24:29 WIB,-6.86,129.69,5.5,173 Km,Banda Sea
20-02-2020 17:55:59 WIB,-9.55,116.65,3.9,22 Km,91 km BaratDaya SUMBAWABARAT-NTB
20-02-2020 16:54:09 WIB,5.45,125.71,5.4,172 Km,"Mindanao, Philippines"
20-02-2020 05:05:48 WIB,-11.24,119.14,4.2,10 Km,156 km BaratDaya KARERA-SUMBATIMUR-NTT
19-02-2020 07:40:21 WIB,-7.82,118.82,3.8,28 Km,70 km TimurLaut BIMA-NTB
18-02-2020 20:22:50 WIB,-10.64,116.10,3.9,20 Km,215 km BaratDaya LOMBOKTENGAH-NTB
18-02-2020 20:13:09 WIB,-10.68,116.05,4.2,20 Km,220 km BaratDaya LOMBOKTENGAH-NTB
18-02-2020 14:36:42 WIB,-7.83,118.82,4.5,26 Km,69 km TimurLaut BIMA-NTB
16-02-2020 06:00:28 WIB,-3.37,131.49,5.6,16 Km,"Irian Jaya Region, Indonesia"
15-02-2020 22:36:47 WIB,1.58,126.45,5.5,53 Km,Northern Molucca Sea
15-02-2020 05:08:10 WIB,-8.9,118.44,3.8,81 Km,40 km BaratDaya DOMPU-NTB
13-02-2020 20:37:12 WIB,-11.67,121.53,3.7,10 Km,128 km BaratDaya SABURAIJUA-NTT
13-02-2020 15:12:22 WIB,-10.49,119.12,4.3,29 Km,84 km BaratDaya WANOKAKA-NTT
13-02-2020 01:12:24 WIB,-9.51,117.97,3.9,11 Km,113 km BaratLaut KODI-SUMBABARATDAYA-NTT
12-02-2020 02:40:50 WIB,-3.31,135.38,4.1,34 Km,14 Km BaratLaut NABIRE-Papua - Indonesia
11-02-2020 19:12:01 WIB,-9.12,122.38,3.7,58 Km,58 km Tenggara MAUMERE-SIKKA-NTT
11-02-2020 14:39:51 WIB,-9.78,119.10,3.8,21 Km,24 km Tenggara KODI-SUMBABARATDAYA-NTT
11-02-2020 13:44:42 WIB,-9.61,119.96,3.8,34 Km,13 km TimurLaut LEWA-SUMBATIMUR-NTT
09-02-2020 07:30:25 WIB,-9.53,119.91,3.8,38 Km,19 km TimurLaut LEWA-SUMBATIMUR-NTT
08-02-2020 13:51:42 WIB,-2.85,129.91,5.0,11 Km,"Seram, Indonesia"
08-02-2020 13:36:46 WIB,-2.85,129.93,5.4,29 Km,"Seram, Indonesia"
07-02-2020 04:06:34 WIB,-10,117.70,4.8,68 Km,"South of Sumbawa, Indonesia"
06-02-2020 20:45:41 WIB,5.4,126.49,4.9,10 Km,157 km Barat Laut Melonguane- SULUT
06-02-2020 20:40:09 WIB,5.49,126.58,6.1,36 Km,"Mindanao, Philippines"
06-02-2020 14:10:54 WIB,-2.61,139.33,4.9,16 Km,Near North Coast of Irian Jaya
04-02-2020 17:40:58 WIB,-2.81,140.84,5.0,17 Km,Near North Coast of Papua
04-02-2020 09:06:12 WIB,-9.89,118.22,3.7,10 Km,91 km BaratDaya KODI-SUMBABARATDAYA-NTT
03-02-2020 19:12:41 WIB,-0.26,125.23,4.7,50 Km,Southern Molucca Sea
03-02-2020 18:18:05 WIB,-5.05,134.22,4.7,10 Km,"Aru Islands Region, Indonesia"
03-02-2020 04:42:18 WIB,-11.33,118.41,4.1,22 Km,203 km BaratDaya KODI-SUMBABARATDAYA-NTT
02-02-2020 14:19:11 WIB,-1.41,134.04,5.0,27 Km,"Irian Jaya Region, Indonesia"
02-02-2020 14:19:10 WIB,-1.45,134.01,5.0,10 Km,"Irian Jaya Region, Indonesia"
01-02-2020 21:01:18 WIB,-8.25,118.08,3.7,198 Km,53 km BaratLaut DOMPU-NTB
29-03-2020 06:45:37 WIB,-1.730,120.140,4.1,10 Km,12 Km Barat Doda Kab.Poso
29-03-2020 06:10:38 WIB,-7.23,124.04,5.1,596 Km,Banda Sea
29-03-2020 01:29:14 WIB,-1.810,120.130,3.9,10 Km,15 Km BaratLaut Gintu Kab.Poso
29-03-2020 00:39:03 WIB,-1.72,120.140,3.8,10 Km,12 Km Barat Doda Kab.Poso
28-03-2020 23:22:03 WIB,-1.67,120.140,4.2,10 Km,12 Km Tenggara Lawua Kab.Sigi
28-03-2020 23:00:02 WIB,-1.790,120.170,3.7,10 Km,11 Km BaratDaya Doda Kab.Poso
28-03-2020 22:55:33 WIB,-1.72,120.05,4.2,10 Km,3 km barat daya kec. kulawi selatan
28-03-2020 22:55:31 WIB,-1.78,120.150,4.4,10 Km,13 Km BaratDaya Doda
