Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,Name,Item,Kind,Hidden
10/22/2020,ID-KS,Kalimantan Selatan,28,3,42,-17,11539,462,10196,881,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,6.96,2868.22,0.75,114.84,4.00%,88.36%,1.47,1.00,,,,
10/22/2020,ID-KT,Kalimantan Tengah,0,0,0,0,4162,145,3582,435,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1619.27,0.00,56.41,3.48%,86.06%,0.00,1.00,,,,
10/22/2020,ID-KI,Kalimantan Timur,259,8,185,66,12478,459,9403,2616,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,72.91,3512.76,2.25,129.22,3.68%,75.36%,1.42,1.33,,,,
10/22/2020,ID-KU,Kalimantan Utara,17,0,5,12,752,8,633,111,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,26.22,1159.77,0.00,12.34,1.06%,84.18%,0.85,0.00,,,,
10/22/2020,ID-BB,Kepulauan Bangka Belitung,6,0,7,-1,545,7,498,40,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,4.35,394.99,0.00,5.07,1.28%,91.38%,0.40,1.00,,,,
10/22/2020,ID-KR,Kepulauan Riau,0,0,0,0,3012,74,2353,585,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,1561.11,0.00,38.35,2.46%,78.12%,0.00,0.00,,,,
10/22/2020,ID-LA,Lampung,40,2,23,15,1460,57,937,466,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,4.40,160.52,0.22,6.27,3.90%,64.18%,0.91,2.00,,,,
10/22/2020,ID-MA,Maluku,0,0,0,0,3624,44,2837,743,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,1962.00,0.00,23.82,1.21%,78.28%,0.00,0.00,,,,
10/22/2020,ID-MU,Maluku Utara,28,0,0,28,2180,74,1928,178,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,21.41,1666.92,0.00,56.58,3.39%,88.44%,2.80,1.00,,,,
10/22/2020,ID-NB,Nusa Tenggara Barat,25,1,42,-18,3810,215,3085,510,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.74,722.93,0.19,40.80,5.64%,80.97%,0.78,1.00,,,,
10/22/2020,ID-NT,Nusa Tenggara Timur,10,0,6,4,615,7,424,184,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.85,113.65,0.00,1.29,1.14%,68.94%,0.77,1.00,,,,
10/22/2020,ID-PA,Papua,95,0,0,95,8463,119,4549,3795,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,21.89,1949.84,0.00,27.42,1.41%,53.75%,,1.00,,,,
10/22/2020,ID-PB,Papua Barat,73,0,16,57,3761,58,2716,987,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,64.00,3297.10,0.00,50.85,1.54%,72.21%,2.09,0.00,,,,
10/22/2020,ID-RI,Riau,282,6,172,104,12605,284,8611,3710,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,46.43,2075.20,0.99,46.76,2.25%,68.31%,0.90,0.67,,,,
10/22/2020,ID-SR,Sulawesi Barat,0,0,8,-8,971,12,742,217,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,622.44,0.00,7.69,1.24%,76.42%,0.00,1.00,,,,
10/22/2020,ID-SN,Sulawesi Selatan,73,0,101,-28,17719,444,15372,1903,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,7.74,1879.62,0.00,47.10,2.51%,86.75%,0.64,1.00,,,,
10/22/2020,ID-ST,Sulawesi Tengah,13,0,15,-2,775,30,494,251,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.40,262.22,0.00,10.15,3.87%,63.74%,0.36,0.00,,,,
10/22/2020,ID-SG,Sulawesi Tenggara,90,2,100,-12,4471,75,3078,1318,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,34.15,1696.48,0.76,28.46,1.68%,68.84%,1.13,,,,,
10/22/2020,ID-SA,Sulawesi Utara,13,2,26,-15,5088,194,4286,608,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,4.92,1925.90,0.76,73.43,3.81%,84.24%,0.48,1.00,,,,
10/22/2020,ID-SB,Sumatera Barat,222,3,114,105,11874,224,6563,5087,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,40.22,2151.38,0.54,40.59,1.89%,55.27%,0.80,0.43,,,,
10/22/2020,ID-SS,Sumatera Selatan,34,1,80,-47,7362,425,5642,1295,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,4.14,895.89,0.12,51.72,5.77%,76.64%,0.34,0.33,,,,
10/22/2020,ID-SU,Sumatera Utara,83,3,84,-4,12295,514,9978,1803,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.58,826.56,0.20,34.55,4.18%,81.15%,0.95,1.00,,,,
10/23/2020,ID-AC,Aceh,90,4,3,83,7037,256,4994,1787,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,17.15,1341.08,0.76,48.79,3.64%,70.97%,0.88,1.33,,,,
10/23/2020,ID-BA,Bali,78,2,17,59,11199,108,2149,8942,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,18.50,2656.20,0.47,25.62,0.96%,19.19%,0.94,1.00,,,,
10/23/2020,ID-BT,Banten,145,3,74,68,8444,257,7538,649,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,13.52,787.51,0.28,23.97,3.04%,89.27%,0.66,1.50,,,,
10/23/2020,ID-BE,Bengkulu,33,0,13,20,961,46,760,155,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,16.50,480.61,0.00,23.01,4.79%,79.08%,3.00,0.00,,,,
10/23/2020,ID-JK,DKI Jakarta,952,21,1093,-162,99159,2140,84674,12345,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,87.77,9142.33,1.94,197.31,2.16%,85.39%,0.96,1.31,,,,
10/23/2020,ID-YO,Daerah Istimewa Yogyakarta,28,0,25,3,3462,88,2934,440,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,7.71,953.45,0.00,24.24,2.54%,84.75%,0.62,1.00,,,,
10/23/2020,IDN,Indonesia,4369,118,4094,157,381910,13077,305100,63733,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.48,1440.16,0.44,49.31,3.42%,79.89%,0.99,1.16,,,,
10/23/2020,ID-JA,Jambi,24,0,6,18,1092,22,425,645,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,6.87,312.59,0.00,6.30,2.01%,38.92%,1.26,1.00,,,,
10/23/2020,ID-JB,Jawa Barat,513,11,318,184,33085,653,21965,10467,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,11.36,732.60,0.24,14.46,1.97%,66.39%,0.71,0.48,,,,
10/23/2020,ID-JT,Jawa Tengah,570,14,465,91,34244,1969,27999,4276,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,15.67,941.70,0.38,54.15,5.75%,81.76%,1.12,1.27,,,,
10/23/2020,ID-JI,Jawa Timur,282,22,376,-116,50431,4058,46156,217,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.97,1245.86,0.54,100.25,8.05%,91.52%,1.04,1.00,,,,
10/23/2020,ID-KB,Kalimantan Barat,31,0,15,16,1528,10,1282,236,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,5.72,281.77,0.00,1.84,0.65%,83.90%,0.67,1.00,,,,
10/23/2020,ID-KS,Kalimantan Selatan,48,3,80,-35,11587,465,10276,846,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,11.93,2880.15,0.75,115.58,4.01%,88.69%,1.71,1.00,,,,
10/23/2020,ID-KT,Kalimantan Tengah,51,2,55,-6,4213,147,3637,429,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,19.84,1639.12,0.78,57.19,3.49%,86.33%,,,,,,
10/23/2020,ID-KI,Kalimantan Timur,223,2,236,-15,12701,461,9639,2601,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,62.78,3575.54,0.56,129.78,3.63%,75.89%,0.86,0.25,,,,
10/23/2020,ID-KU,Kalimantan Utara,9,0,12,-3,761,8,645,108,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,13.88,1173.65,0.00,12.34,1.05%,84.76%,0.53,1.00,,,,
10/23/2020,ID-BB,Kepulauan Bangka Belitung,0,0,3,-3,545,7,501,37,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,394.99,0.00,5.07,1.28%,91.93%,0.00,1.00,,,,
10/23/2020,ID-KR,Kepulauan Riau,114,7,26,81,3126,81,2379,666,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,59.09,1620.19,3.63,41.98,2.59%,76.10%,,,,,,
10/23/2020,ID-LA,Lampung,62,2,4,56,1522,59,941,522,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,6.82,167.33,0.22,6.49,3.88%,61.83%,1.55,1.00,,,,
10/23/2020,ID-MA,Maluku,26,0,49,-23,3650,44,2886,720,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,14.08,1976.07,0.00,23.82,1.21%,79.07%,,1.00,,,,
10/23/2020,ID-MU,Maluku Utara,7,0,0,7,2187,74,1928,185,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,5.35,1672.27,0.00,56.58,3.38%,88.16%,0.25,1.00,,,,
10/23/2020,ID-NB,Nusa Tenggara Barat,20,1,27,-8,3830,216,3112,502,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.79,726.72,0.19,40.98,5.64%,81.25%,0.80,1.00,,,,
10/23/2020,ID-NT,Nusa Tenggara Timur,19,0,12,7,634,7,436,191,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,3.51,117.16,0.00,1.29,1.10%,68.77%,1.90,1.00,,,,
10/23/2020,ID-PA,Papua,49,0,0,49,8512,119,4549,3844,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,11.29,1961.13,0.00,27.42,1.40%,53.44%,0.52,1.00,,,,
10/23/2020,ID-PB,Papua Barat,97,2,38,57,3858,60,2754,1044,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,85.04,3382.13,1.75,52.60,1.56%,71.38%,1.33,,,,,
10/23/2020,ID-RI,Riau,275,6,254,15,12880,290,8865,3725,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,45.27,2120.48,0.99,47.74,2.25%,68.83%,0.98,1.00,,,,
10/23/2020,ID-SR,Sulawesi Barat,0,0,2,-2,971,12,744,215,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,622.44,0.00,7.69,1.24%,76.62%,1.00,1.00,,,,
10/23/2020,ID-SN,Sulawesi Selatan,60,2,87,-29,17779,446,15459,1874,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,6.36,1885.99,0.21,47.31,2.51%,86.95%,0.82,,,,,
10/23/2020,ID-ST,Sulawesi Tengah,12,1,18,-7,787,31,512,244,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.06,266.28,0.34,10.49,3.94%,65.06%,0.92,,,,,
10/23/2020,ID-SG,Sulawesi Tenggara,77,1,74,2,4548,76,3152,1320,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,29.22,1725.69,0.38,28.84,1.67%,69.31%,0.86,0.50,,,,
10/23/2020,ID-SA,Sulawesi Utara,45,0,28,17,5133,194,4314,625,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,17.03,1942.93,0.00,73.43,3.78%,84.04%,3.46,0.00,,,,
10/23/2020,ID-SB,Sumatera Barat,257,7,523,-273,12131,231,7086,4814,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,46.56,2197.95,1.27,41.85,1.90%,58.41%,1.16,2.33,,,,
10/23/2020,ID-SS,Sumatera Selatan,73,8,62,3,7435,433,5704,1298,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.88,904.77,0.97,52.69,5.82%,76.72%,2.15,8.00,,,,
10/23/2020,ID-SU,Sumatera Utara,91,1,72,18,12386,515,10050,1821,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.12,832.68,0.07,34.62,4.16%,81.14%,1.10,0.33,,,,
10/24/2020,ID-AC,Aceh,88,5,0,83,7125,261,4994,1870,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,16.77,1357.85,0.95,49.74,3.66%,70.09%,0.98,1.25,,,,
10/24/2020,ID-BA,Bali,76,2,22,52,11275,110,2171,8994,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,18.03,2674.23,0.47,26.09,0.98%,19.25%,0.97,1.00,,,,
10/24/2020,ID-BT,Banten,102,3,123,-24,8546,260,7661,625,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,9.51,797.02,0.28,24.25,3.04%,89.64%,0.70,1.00,,,,
10/24/2020,ID-BE,Bengkulu,8,1,0,7,969,47,760,162,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,4.00,484.61,0.50,23.51,4.85%,78.43%,0.24,,,,,
10/24/2020,ID-JK,DKI Jakarta,1062,20,1157,-115,100221,2160,85831,12230,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,97.91,9240.24,1.84,199.15,2.16%,85.64%,1.12,0.95,,,,
10/24/2020,ID-YO,Daerah Istimewa Yogyakarta,44,0,36,8,3506,88,2970,448,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,12.12,965.57,0.00,24.24,2.51%,84.71%,1.57,1.00,,,,
10/24/2020,IDN,Indonesia,4070,128,4119,-177,385980,13205,309219,63556,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.35,1455.51,0.48,49.80,3.42%,80.11%,0.93,1.08,,,,
10/24/2020,ID-JA,Jambi,26,0,22,4,1118,22,447,649,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,7.44,320.04,0.00,6.30,1.97%,39.98%,1.08,1.00,,,,
10/24/2020,ID-JB,Jawa Barat,439,19,652,-232,33524,672,22617,10235,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,9.72,742.32,0.42,14.88,2.00%,67.47%,0.86,1.73,,,,
10/24/2020,ID-JT,Jawa Tengah,285,20,423,-158,34529,1989,28422,4118,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,7.84,949.54,0.55,54.70,5.76%,82.31%,0.50,1.43,,,,
10/24/2020,ID-JI,Jawa Timur,292,18,349,-75,50723,4076,46505,142,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.21,1253.07,0.44,100.69,8.04%,91.68%,1.04,0.82,,,,
10/24/2020,ID-KB,Kalimantan Barat,36,0,6,30,1564,10,1288,266,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,6.64,288.41,0.00,1.84,0.64%,82.35%,1.16,1.00,,,,
10/24/2020,ID-KS,Kalimantan Selatan,46,3,99,-56,11633,468,10375,790,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,11.43,2891.59,0.75,116.33,4.02%,89.19%,0.96,1.00,,,,
10/24/2020,ID-KT,Kalimantan Tengah,20,1,52,-33,4233,148,3689,396,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,7.78,1646.90,0.39,57.58,3.50%,87.15%,0.39,0.50,,,,
10/24/2020,ID-KI,Kalimantan Timur,242,2,172,68,12943,463,9811,2669,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,68.13,3643.67,0.56,130.34,3.58%,75.80%,1.09,1.00,,,,
10/24/2020,ID-KU,Kalimantan Utara,5,0,9,-4,766,8,654,104,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,7.71,1181.36,0.00,12.34,1.04%,85.38%,0.56,1.00,,,,
10/24/2020,ID-BB,Kepulauan Bangka Belitung,5,0,2,3,550,7,503,40,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,3.62,398.62,0.00,5.07,1.27%,91.45%,,1.00,,,,
10/24/2020,ID-KR,Kepulauan Riau,81,6,34,41,3207,87,2413,707,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,41.98,1662.17,3.11,45.09,2.71%,75.24%,0.71,0.86,,,,
10/24/2020,ID-LA,Lampung,29,3,0,26,1551,62,941,548,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,3.19,170.52,0.33,6.82,4.00%,60.67%,0.47,1.50,,,,
10/24/2020,ID-MA,Maluku,68,1,42,25,3718,45,2928,745,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,36.81,2012.89,0.54,24.36,1.21%,78.75%,2.62,,,,,
10/24/2020,ID-MU,Maluku Utara,1,0,0,1,2188,74,1928,186,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.76,1673.03,0.00,56.58,3.38%,88.12%,0.14,1.00,,,,
10/24/2020,ID-NB,Nusa Tenggara Barat,6,1,14,-9,3836,217,3126,493,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,1.14,727.86,0.19,41.17,5.66%,81.49%,0.30,1.00,,,,
10/24/2020,ID-NT,Nusa Tenggara Timur,15,0,9,6,649,7,445,197,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.77,119.93,0.00,1.29,1.08%,68.57%,0.79,1.00,,,,
10/24/2020,ID-PA,Papua,57,0,0,57,8569,119,4549,3901,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,13.13,1974.27,0.00,27.42,1.39%,53.09%,1.16,1.00,,,,
10/24/2020,ID-PB,Papua Barat,21,2,90,-71,3879,62,2844,973,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,18.41,3400.54,1.75,54.35,1.60%,73.32%,0.22,1.00,,,,
10/24/2020,ID-RI,Riau,379,9,277,93,13259,299,9142,3818,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,62.40,2182.87,1.48,49.23,2.26%,68.95%,1.38,1.50,,,,
10/24/2020,ID-SR,Sulawesi Barat,7,0,19,-12,978,12,763,203,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,4.49,626.93,0.00,7.69,1.23%,78.02%,,1.00,,,,
10/24/2020,ID-SN,Sulawesi Selatan,73,0,57,16,17852,446,15516,1890,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,7.74,1893.73,0.00,47.31,2.50%,86.91%,1.22,0.00,,,,
10/24/2020,ID-ST,Sulawesi Tengah,12,2,7,3,799,33,519,247,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.06,270.34,0.68,11.17,4.13%,64.96%,1.00,2.00,,,,
10/24/2020,ID-SG,Sulawesi Tenggara,72,1,104,-33,4620,77,3256,1287,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,27.32,1753.01,0.38,29.22,1.67%,70.48%,0.94,1.00,,,,
10/24/2020,ID-SA,Sulawesi Utara,44,1,29,14,5177,195,4343,639,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,16.65,1959.59,0.38,73.81,3.77%,83.89%,0.98,,,,,
10/24/2020,ID-SB,Sumatera Barat,296,0,203,93,12427,231,7289,4907,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,53.63,2251.58,0.00,41.85,1.86%,58.65%,1.15,0.00,,,,
10/24/2020,ID-SS,Sumatera Selatan,65,1,40,24,7500,434,5744,1322,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,7.91,912.68,0.12,52.81,5.79%,76.59%,0.89,0.13,,,,
10/24/2020,ID-SU,Sumatera Utara,84,0,78,6,12470,515,10128,1827,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.65,838.33,0.00,34.62,4.13%,81.22%,0.92,0.00,,,,
