,text,Label
439,"rt @safeguardindo1: presiden joko widodo beserta ibu iriana joko widodo meninjau pusat pasar, kota medan, provinsi sumatra utara pada hari…",positif
440,@agungfa45810356 @jokowi @halimiskandarnu @bppmd_denpasar @kisman_psm @igedeyudiastana @armawa_gede is the best jik… https://t.co/timmheyvpm,positif
441,"keterangan pers presiden @jokowi, balai besar penelitian tanaman padi, kabupaten subang, 12 juli 2022
#kawaljokowi https://t.co/ylb8gkrnux",positif
442,"@03__nakula karna presidennya @jokowi kita perlu optimis terbebas dri krisis ekonomi..
kalau presidennya pepo nahhh ini yg perlu kita was²..",positif
443,@hyang_wisnu @kemkominfo @platejohnny @jokowi lebih baik menggunakan aplikasi yang bisa saling terintegrasi supaya… https://t.co/zpnxnakzxz,positif
444,menkes budi gunadi sadikin menginstruksikan semua laboratorium pemeriksaan tes covid-19 untuk memasukan hasil tes p… https://t.co/3zihwrqkz4,positif
445,@amb_lukang @menlu_ri @jokowi 帅啊,positif
446,@jokowi https://t.co/lik8qxgtut,netral
447,@mandaro_alam @erickthohir @jokowi emang kemampuannya hanya utkb sekitaran pasar,netral
448,"@jokowi gaspol infrastruktur
kementerian pupr melalui direktorat jenderal sumber daya air menargetkan pembangunan… https://t.co/ouumsoaxzj",positif
449,"kemenkes bakal cabut izin laboratorium yang tak masukkan hasil tes covid-19 ke sistem https://t.co/85oc7opl8f
@jokowi",positif
450,@jokowi https://t.co/nd6frz6yyu,netral
451,"@jokowi betul sekali pak, kewenangan besar! termasuk kemampuan untuk membuat kronologis kasus yg janggal dan aneh..… https://t.co/1bfosxtqzx",positif
452,@hyang_wisnu @kemkominfo @platejohnny @jokowi sebaiknya ditata dengan baik supaya tidak terlalu banyak menggunakan… https://t.co/03rbla5ssl,positif
453,gws @jokowi https://t.co/vytoncro2k,positif
454,"@jokowi gaspol infrastruktur
kementerian pupr melalui direktorat jenderal sumber daya air menargetkan pembangunan… https://t.co/tiovsexvaq",positif
455,@maya83206301 @4julygaming @jokowi sebab anaknya nggak sehebat anaknya @jokowi.,negatif
456,"@erickthohir @jokowi bukannya dengan cara pasang foto bapak di semua atm, ekonomi akan bangkit pak?",negatif
457,rt @pakguruhonorer: @jokowi sekedar pengingat....😀 https://t.co/m3wvdpnoh9,netral
458,@liedjievie @ariefbudiawan7 @pn7l7h @kotamati1999 @jokowi @zul_hasan bener,netral
459,"rt @agungfa45810356: terimakasih masih dipercaya, pelatihan bpd dan staf desa kecamatan baturiti @jokowi @halimiskandarnu @bppmd_denpasar @…",positif
460,@ipeh_tetapnganu @jokowi nyesek yang pilih 2 periode ... mau ngeluh malooo 😂😂😂,netral
461,"rt @kofielake: @gratisterbaik @jokowi gak berani diskusi, beraninya persekusi.
mirip orang dg emosi yg tak stabil+bego, lalu dipersenjatai.…",negatif
462,"rt @drsito3: @jokowi bapak bohong aja rakyat percaya,tapi diakhirat gimana yah",negatif
463,"presiden @jokowi meninjau langsung balai besar penelitian tanaman padi (bbpadi) di kabupaten subang, jawa barat, ha… https://t.co/dp7rtaeaza",positif
464,@totoandre3 @nusantara_one @jokowi @mohmahfudmd yg anti pancasila siapa? jangan bikin berita hoak dn fitnah,negatif
465,"@hyang_wisnu @kemkominfo @platejohnny @jokowi aplikasi pemerintah terlalu banyak dan membuat tidak efisien.
@kemkominfo @platejohnny",negatif
466,@jokowi naikan harga rajungan ... agar kami bisa makan,positif
467,@pandji klo sebelum anies 1 periode dijabat 3 org yg pertama @jokowi tipe org yg kgk tanggung jawab ninggalin jkt n… https://t.co/myul6cdft2,negatif
468,"rt @mysumatera: presiden @jokowi wajibkan kembali warga indonesia untuk pakai masker kembali di dalam dan luar ruangan✨
kasus covid-19 di…",positif
469,@hyang_wisnu @kemkominfo @platejohnny @jokowi kalau bisa secepatnya ya pak dibuatkan aplikasi super. supaya tidak t… https://t.co/xrt9vognje,positif
470,"rt @kr1t1kp3d45_pro: ketika peserta aksi di medan ingin menyampaikan pendapatnya, polisi berlapis mengelilingi masa aksi agar tdk terlihat…",negatif
471,"@fredmansel @iqbaal_7 @detikcom @jokowi gimana caranya pindah negara tolong ajarin mas , kalo gampang syarat nya mau pindah",negatif
472,@helmi_felis @jokowi mantabz lur,positif
473,@mamz20 @jakfar66 @fredmansel @iqbaal_7 @detikcom @jokowi kenapa jauh ? tadi lu tanya tentang indosat kan ?,negatif
474,@cbcumi14_ @jokowi pak sapinya pak,negatif
475,"rt @setkabgoid: pastikan ketersediaan pangan, presiden @jokowi tinjau balai besar penelitian padi di subang
#kabarkabinet
https://t.co/yoy…",positif
476,@hyang_wisnu @kemkominfo @platejohnny @jokowi bener banget itu pak. bikin hp semakin lemot pula karena kebanyakan a… https://t.co/sezoteoa5x,positif
477,"rt @setkabgoid: soal pengganti wakil ketua kpk, presiden @jokowi: masih dalam proses
#kabarkabinet
https://t.co/q9opakb4e2 https://t.co/i8…",positif
478,"@erickthohir @jokowi semua harga sudah naik bbrp kali, kok sekarang mau.naik lagi, seperti gas. kokgk mikirin rakyat ya",negatif
479,"@erickthohir @jokowi kalau begitu tolong kunjungi dan beri bantuan pada seluruh pasar di indonesia, biar pertumbuha… https://t.co/lplhothf3i",positif
480,"rt @elmahfudzi: moeldoko pelopor arah perubahan mobil listrik nasional (moblin), pameran pevs ajang kendaraan listrik buatan indonesia @jok…",positif
481,"@erickthohir @jokowi ngasih bantuan kya gitu bisa masuk pertumbuhan ekonomi...😂🤣
kebijakan woiiii yg pengaruh...",negatif
482,keterangan pers presiden @jokowi saat berkunjung ke pasar sukamandi kabupaten subang jawa barat. presiden membagi… https://t.co/gbyu0ovmpq,positif
483,"@jokowi gaspol kemajuan desa
menteri desa pembangunan daerah tertinggal dan transmigrasi abdul halim iskandar menga… https://t.co/izq07sgkga",positif
484,"moeldoko pelopor arah perubahan mobil listrik nasional (moblin), pameran pevs ajang kendaraan listrik buatan indone… https://t.co/kkcbifw6hc",positif
485,"@erickthohir @jokowi konyol. tweet mu ini kelak bakal legend, rik.",negatif
486,"@erickthohir @jokowi kalo bilang ""pret"" pasti kena uu. ye kan?
ngapusi!",negatif
487,"rt @rubby63275173: @andisinulingga dari jaman alm. hm soeharto hingga pak @sbyudhoyono kalo ada pembangunan pun diem diem aja, setelah bere…",negatif
488,@pn7l7h @jokowi @zul_hasan siapa yg ngusulin nih orang jadi mentri ya?,negatif
489,@papa_loren @erickthohir @jokowi cakep dah kalo begitu 😂😂😂 https://t.co/eoshxuarcm,positif
490,"@maya83206301 @jokowi wkwkwk @partaipan kenak templok, kapan warasmu kerja jgn pecitraan buktikan kalau kalian dari partai pan bukan omdo",negatif
491,@mandaro_alam @erickthohir @jokowi kebijakan yang di perlukan boss,positif
492,@minnie_23juni91 @jokowi setuju,positif
493,thank god.. terimakasih presiden @jokowi semoga segera tuntas!! https://t.co/4hrbvvko40,positif
494,"rt @indober2020: presiden joko widodo secara resmi mencanangkan revitalisasi lapangan merdeka di kota medan, provinsi sumatra utara, pada k…",positif
495,@herrommy @jokowi sdh dpt transferan pa blm nih...???wkwkwk,negatif
496,@erickthohir @jokowi semoga pemerintah dengan jajaran menteri2nya mendapatkan solusi yang lebih berdampak secara nasional..,positif
497,@erickthohir @jokowi oooo begitu. mau keliling pasar tiap hari sampe 2024? https://t.co/osbvmldkek,positif
498,@erickthohir @jokowi mana kartu sembako murah yang dijanjikan ???,netral
499,"rt @marquez__93: @rizaarfifi @jokowi negara kita beriklim tropis bang dan ingat indonesia ini sebenarnya negara yg kaya raya, dari hasil bu…",positif
500,@jokowi pak tulung mbendino mamakku sambat harga bahan di dapur pd naik ki solusinya gmna pak,positif
501,"#desawisatanusantara
https://t.co/watnaaiazc
https://t.co/9ci7vvwdgu
https://t.co/4ke6usxlqn… https://t.co/2mcb0p2hnl",positif
502,"rt @mandaro_alam: bro @erickthohir, kalau ngasih bantuan di satu pasar yang terpacu mah ekonomi di satu pasar doang dong??
itu mah level n…",negatif
503,"@erickthohir @jokowi lagu lama..
udah basi..",negatif
504,@laseapoyhbb @jokowi kwkwkwkwkww bener bang raja ngibul asli... ud go international ngibulnya,negatif
505,"@dkardiwanto @ccicpolri @divhumas_polri nah, sadar gak ya, akibat pembiaran dan gak ada juntrungannya kasus roy sur… https://t.co/lybygrpr5m",negatif
506,"@jokowi mulut ngomong panagan, kenyataan rakyat lapar",negatif
507,"rt @ferrykoto: mantap, pres @jokowi pak muhadjir 👍👍
proses sj terduganya, apalagi baru terduga blm pun disidangkan, koq main cabut izin po…",positif
508,@android_ak_47 revolusi lucu 4.0 @jokowi,negatif
509,@snmblex @jakfar66 @fredmansel @iqbaal_7 @detikcom @jokowi jauh dari konteks bang..,negatif
510,"presiden joko widodo secara resmi mencanangkan revitalisasi lapangan merdeka di kota medan, provinsi sumatra utara,… https://t.co/tilmjpbulj",positif
511,@jnp42912580 @jokowi nyari kerja susah.... lagian itu cuma bercanda...,negatif
512,"@erickthohir @jokowi tapi klo petani susah pak, untuk jual di pasar,, bayak tengkulaknya, di potong 10% klo mau jua… https://t.co/o8xvdsfns2",negatif
513,"@odhe231 @jokowi @kspgoid di kasih kesempatan utk berubah malah masih coba coba dgn kebiasaan lama,apa hrs dikasih… https://t.co/mbqhwngpfr",negatif
514,"@kompastv tadi nya mau marah , diskriminasi ,
eh , tapi gpp dech , toh pa @jokowi bukan lulusan unibraw.",negatif
515,"terimakasih masih dipercaya, pelatihan bpd dan staf desa kecamatan baturiti @jokowi @halimiskandarnu… https://t.co/bzan6hofhs",positif
516,"@erickthohir @jokowi sudah muak dengan pencitraan seperti ini ,woy pak yang termulia dan paling terhormat ada baikn… https://t.co/thvs3ysozm",negatif
517,"rt @capktain: menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indonesia sendi…",positif
518,kasih kebebasan anak bawa hp baik di sekolah atau pesantren jadi kalau ada apa apa bisa langsung komunikasi dengan pihak keluarga @jokowi,positif
519,@erickthohir @jokowi 🤣🤣🤣,negatif
520,"@alisyarief @jokowi @aniesbaswedan lha pak.jokowi difitnah pki, kafir dan direndahkan martabatnya ente diem aja. s… https://t.co/jxd5oqvzhg",negatif
521,@erickthohir @jokowi sekelas pemerintah bilang cara ini pacu tumbuh ekonomi pp? sungguh berguna skali cara ijibuat seluruh rakyat,negatif
522,@gus_arifin @dije131112 @jokowi belum aja seumur jagung dah kayak gini duuh..,negatif
523,"@iqbaal_7 @detikcom @jokowi bawa jerigen ke malaysia gih, dijual eceran untung banyak tuh,,,",negatif
524,@santorinissun orang seperti itu kok dijadikan menteri pak @jokowi !!!!,negatif
525,@riyutoooo @tatakujiyati @brother_djon @jokowi @kemenpu ya sebut apa yg dia kerjain susah amat lu sebut 🤣🤣🤣🤣muter2 bae 🤣🤣🤣🤣,negatif
526,@fredmansel @iqbaal_7 @detikcom @jokowi kalimat anda ini secara tidak langsung mengakui klo presiden ga mampu 😔,negatif
527,@lukmanrudianto @machbeach @bliliang @dennysiregar7 @jokowi 🤣🤣,negatif
528,@gratisterbaik @jokowi 🔥🤟👏👍,negatif
529,"yth. presiden @jokowi 3 tahun kpk @kpk_ri @firlibahuri mencari burunon harun masiku, kenapa pak presiden tdk tawa… https://t.co/z8p0fqxjpi",positif
530,@ldi_32 @jokowi @kemkominfo,netral
531,@riyutoooo @tatakujiyati @brother_djon @jokowi gue ga pernah jadiin deny siregar dan abu janda acuan... sorry beda… https://t.co/bslpfbd0ec,negatif
532,@sautsitumoran9 cc : @jokowi,netral
533,rt @penjagajokowi1: ketidakpastian global yang terjadi mengakibatkan ancaman krisis pangan dan energi yang akan berpengaruh kepada semua ne…,negatif
534,@kurawa @jokowi baru mulai dah bikin ulah,positif
535,"@jumhanatintin @genbewise @erickthohir @jokowi ini mak kisi kisi desainnya, itu si pak mentri yakin bakal terwujud… https://t.co/sg2kqdabj9",negatif
536,@jokowi gimana dengan program impor berasnya pak? xixixi,negatif
537,"@erickthohir @jokowi kalo beginian bisa bikin perekonomian bangkit sih gak perlu ada pemerintah, baim wong aja suruh ngurusin negara.",negatif
538,@sejak_tergusur @tatakujiyati @jokowi @mdy_asmara1701 @ekowboy2 piaraan marah..🤣,negatif
539,"@jumianto_rk @zul_hasan @jokowi pak zul,,,, duh,,,kok cupet banget nalarnya,,, tdk berkelas sama sekali,,, macem or… https://t.co/tviwvuknvr",negatif
540,"rt @aryprasetyo_85: anggaran tidak dipotong bahkan ditambah, sejak tahun 2020 hingga 2022 (anggaran kominfo) naik dari rp 20 triliun, rp 26…",positif
541,"@gopank7 @thepzcheq @gunromli @jokowi makanya itu,bisa manata kata2 satu aja,pasti menipu.dan anehnya,yg ditipu tdk… https://t.co/pj3gpfvxuy",negatif
542,"@tatakujiyati @bambangmulyono2 kjp itu program nya @jokowi 🤣
anies tinggal nambah plus krn bingung mau bikin program apa.",netral
543,"rt @putramarbau: wak @jokowi dan @pdiperjuanganp jalan jalan donk ke riau.
jangan seenak udel aja.. https://t.co/0iojankrel",negatif
544,halo @aniesbaswedan @pak_jk @sbyudhoyono @agusyudhoyono @mskaban3 @mardanialisera kapan ada komando turunkan… https://t.co/gf7uppncon,netral
545,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/jctudpx8s4",netral
546,"rt @kangdede78: presiden @jokowi bertolak menuju kabupaten subang, provinsi jawa barat, untuk melakukan kunjungan kerja pada selasa, 12 jul…",netral
547,"@ipinzant @onyikz @fredmansel @iqbaal_7 @detikcom @jokowi kalo jokowi mundur, yg gantiin kyai maruf loh 😅😅",netral
548,"presiden @jokowi menteri harus fokus kerja, jangan sibuk kampanye https://t.co/ainguf2n9v",netral
549,@erickthohir @jokowi https://t.co/t4vv97qn8u,netral
550,"diantara kecemasan ketika pak presiden @jokowi mengadakan kunjungan ke ukraina dan rusia, ada rasa bangga yg dirasa… https://t.co/fwyj5stopu",positif
551,"@bennykeef rakyat berterima kasih karena minyak goreng langka, bbm naik, hukum makin gak pasti dll... pak @jokowi to the moon",positif
552,@semutkecil01 @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra @fpd_dpr… https://t.co/hzhpfndwpd,netral
553,@odhe231 @jokowi @kspgoid ganti wae pak..,negatif
554,@nkri_hargamati2 @jokowi mungkin @pak_jk sudah mulai linglung 😁,negatif
555,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/pfjop9pvky",netral
556,"@iqbaal_7 @detikcom @jokowi apanya yg sama ? disana rendang babi bebassss...., gak ribut spt disini jd penistaan… https://t.co/zfkpsqmgrk",negatif
557,@mamz20 @jakfar66 @fredmansel @iqbaal_7 @detikcom @jokowi gimana caranya tuh dollar mau turun sementara kebanyakan… https://t.co/ymym8pptdo,negatif
558,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/xnlwj7shtm",netral
559,ketidakpastian global yang terjadi mengakibatkan ancaman krisis pangan dan energi yang akan berpengaruh kepada semu… https://t.co/btjoxnievj,netral
560,lantas mengapa @jokowi memilih @zul_hasan sebagai mendag? karena jokowi butuh koalisi gemuk… ya dari pan langsung d… https://t.co/ufdye0nhwt,negatif
561,@hayomimir @genbewise @erickthohir @jokowi ga percaya dr mulai diluncurkan,negatif
562,"@erickthohir @jokowi oh... gitu ya. tolong ksh tau @jokowi, kmbalikan harga tbs petani sawit pd kisaran rp. 3.000… https://t.co/huifsspsvt",netral
563,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/rgumpnogjx",netral
564,@mamz20 @jakfar66 @fredmansel @iqbaal_7 @detikcom @jokowi apa kabar ? https://t.co/cknqiptahd,netral
565,"rt @alfi710317: dana desa bisa untuk atasi wabah pmk
@jokowi @halimiskandarnu
@kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufik…",netral
566,"@odhe231 @jokowi @kspgoid adiknya dia koruptor udah di vonis , pake sorban dan pengikut berat g212 !!",negatif
567,@salvatorezid w @playapexesports @playapex @easoutheastasia @jokowi,netral
568,mohon doa restu dan donasinya 🙏 @aniesbaswedan @fadlizon @ganjarpranowo @jokowi @msaid_didu @sandiuno… https://t.co/n2h3h16sf1,positif
569,"rt @gusshodikin: media masa merupakan corong informasi bagi masyarakat
#desamembangun
@jokowi @halimiskandarnu @tppkemendes @kpw4jatim…",netral
570,"@republikaonline udah turun drastis pak @jokowi, ibu sy jualan daging sapi buat bayar lapak sama gerobaknya aja uda… https://t.co/nj2nihsvs5",netral
571,rt @hrmnt80: kemenkes akan cabut izin laboratorium yang tidak lapor nar (new all record). sanksi ini dilakukan agar tidak ada lagi laborato…,positif
572,@erickthohir @jokowi yg dpt bantuan paling cuma 20% saja dari semua yg membutuhkan bantuan terus sisanya yg 80% gimana ?,netral
573,@semutkecil01 @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra @fpd_dpr… https://t.co/bz4febozwy,netral
574,"@erickthohir @jokowi kebanyakan nongol di atm kok jadi bgini pak??
bantuan itu diberikan sekali / sewaktu kedarurat… https://t.co/crnsybdl9y",negatif
575,"@zaqi_ @firman_f05 @musniumar @jokowi cebong kan pekoknya mmg luar biasa, kayak ga pernah pnya cermin aja
wkwkw https://t.co/6rnmdazc0y",negatif
576,"rt @damaitanpa: pakdhe @jokowi rakyat indonesia selalu mendoakan semoga sehat, kuat dan kokoh. https://t.co/thhx02qgmn",positif
577,"rt @amb_lukang: Siang hari, mereka bertemu dengan Menlu Retno, mengucapkan selamat kepada Indonesia atas keberhasilannya menjadi tuan rumah Pertemuan Menlu G20 pekan lalu, dan berterima kasih kepada pihak Indonesia atas sambutan hangat kunjungan Penasihat Negara dan Menteri Luar Negeri Wang Yi. Pertukaran pandangan lebih lanjut tentang hubungan bilateral。
bertemu dengan @menlu_ri sore ini, tindak lanjut dari negara bagian…",positif
578,@syofiande5motor @jokowi @binofficial_ri @nuchannels @saidaqil @msoekarnoputri @rockcenternyc @tiktoksupport mgn🇾🇪… https://t.co/i5rcfpm5ip,netral
579,@erickthohir @jokowi nggak ngaruh kalleeeee......🤑🤑 hadeh... sopo sih seng guoblok.....🤡🤡,negatif
580,@jokowi yg bener politik https://t.co/oidcwzwe19,negatif
581,"@erickthohir @jokowi rakyat indonesia 270jt lebih, bukan cm satu pasar",negatif
582,@odhe231 @jokowi @kspgoid ketahuan aslinya kan kalau dia sebenernya gk becus kerja..,negatif
583,"sebentar lagi.
@jokowi https://t.co/eba4rsmlfo https://t.co/0gxizykaq8",netral
584,@bluejeans_hitam @erickthohir @jokowi ak speechless lah..😂😂,netral
585,@jokowi https://t.co/ngq7djuc0o https://t.co/m7vfwy06da,netral
586,rt @agusyuliarto: jika menteri sudah tidak focus kerja dan focus mereka untuk capres/cawapres sebaiknya segera direshuffle pak @jokowi siap…,positif
587,@jokowi deuuh mau impor lagi naga naganya ya pa,negatif
588,"pakdhe @jokowi rakyat indonesia selalu mendoakan semoga sehat, kuat dan kokoh. https://t.co/thhx02qgmn",positif
589,@erickthohir @jokowi pertumbuhan muka tembok,negatif
590,@idextratime tolong dibantu pak @jokowi pak @listyosigitp @divisihumaspolri,positif
591,@maya83206301 @jokowi sayang anak mau gratisin minyak goreng.,positif
592,"@papa_loren @erickthohir @jokowi 😂😂
aneh bgt sih kasih2 bantuan dipasar bukan benahin tuh harga2",negatif
593,@erickthohir @jokowi tai,negatif
594,"@veelaarhie @listyosigitp @jokowi @mohmahfudmd @divhumas_polri jika ini di terapkan , berarti uud sudah tidak berla… https://t.co/yuuolrcwnw",positif
595,rt @edy_siregar_77: mana janjimu paduka yang mulia presiden @jokowi kepada rakyat indonesia❓️,netral
596,@cnnindonesia seperti drama jalan tol yang lalu tapi kasus apa ya kok saya lupa y ? mm hati2 comment kalau ada yang… https://t.co/zt161abez5,negatif
597,"ente banyak bacot bro, tunjukkan siapa yang pantas gantikan @jokowi &amp; kma, jangan asal minta lengser melulu, tapi s… https://t.co/atzvj5lodp",negatif
598,@x2central @riurizkiutomo_ @divhumas_polri @jokowi @mohmahfudmd @listyosigitp percuma,negatif
599,lempar aja ke pohon pa 🤭 @jokowi @kspgoid https://t.co/wxdmaz3vdq,negatif
600,@veelaarhie @jokowi pakdhe ini suka ngetes org yg sering kritik perintahan beliau dgn cara suruh pegamg jabatan..da… https://t.co/iw61qaxcrx,negatif
601,@jokowi pak lagi apa sekarang?,netral
602,@odhe231 @jokowi @kspgoid oooh saiki dadi mendag to...tmbe ngrti wis jan ketinggalan brta😁,negatif
603,@erickthohir @jokowi ga sia2 pertamina diurus ahok https://t.co/8nxi3jfhil,negatif
604,@erickthohir @jokowi bantuan seluruh pasar?,netral
605,@erickthohir @jokowi https://t.co/qxylr73fqp,netral
606,rt @el4ng7ogj4: @_1munknown__ @jokowi josss,netral
607,@erickthohir @jokowi tertawa aja dulu,netral
608,@_1munknown__ @jokowi josss,netral
609,rt @_1munknown__: tol laut @jokowi yang sebagian orang meragukan akhirnya berdampak baik untuk penurunan disparitas harga. ada 9 daerah d…,positif
610,kemenkes akan cabut izin laboratorium yang tidak lapor nar (new all record). sanksi ini dilakukan agar tidak ada la… https://t.co/eec5x2vbry,netral
611,@johanadhi @yunartowijaya @zul_hasan @jokowi @feriamsari @zainalamochtar @mohmahfudmd @alvinlie21 @burhanmuhtadi… https://t.co/q01xeafcbo,netral
612,makin pretttttsisi saja kinerja @listyosigitp 😥. pak @jokowi tolonglah ganti kapolri https://t.co/mf9kajwvp0,netral
613,pak @jokowi kalou protes indonesia terhadap pertandingan viet vs thai u-19 di tolak @affpresse berarti cara itu sah… https://t.co/0oi1hvdcj7,negatif
614,rt @f_yathir: @inaleaks selamat ulang tahun pak @jokowi,positif
615,@jokowi 👍💪🙏🙏,positif
616,rt @tan_mar3m: @erickthohir @jokowi https://t.co/3x46tad3zh,netral
617,"mantap, pres @jokowi pak muhadjir 👍👍
proses sj terduganya, apalagi baru terduga blm pun disidangkan, koq main cabu… https://t.co/dfitqtlgdc",negatif
618,@pakguruhonorer @jokowi 😏,netral
619,"rt @love_ag4ever: ini the real nato - no action talk only. bacot ribut dari dulu pingin turunkan pak @jokowi, tapi sayang, niat jahat tak p…",negatif
620,"@erickthohir @jokowi dicekik, dibantu, dicekik lagi 😌",negatif
621,rt @hatimata2: @inaleaks @agusyudhoyono @abrahamsamadd @rahmayadiedy @lsowien @mantanprojo @walangkakek @maherhilldi @aagym @adihidayatlcma…,netral
622,"@geloraco berharap smoga ini menjd cikal bakal propam keluar dari institusi polri, dan langsung dibawah menkopolkam… https://t.co/xhgzuupvx9",positif
623,"@erickthohir @jokowi wah ga mutu pak...
mau kasih bantuan?
permudah kredit khusus nya untuk umkm. limit 1m tanpa ja… https://t.co/ery2bpph6j",negatif
624,@bluejeans_hitam @erickthohir @jokowi mgkn ada teori ekonomi baru..😂,netral
625,"@erickthohir @jokowi taek taek
ngomong gak pake otak",negatif
626,"@erickthohir @jokowi mas bro @erickthohir, lebih baik pak pres (dibantu menteri kayak sampeyan) bikin sistem yang m… https://t.co/xxglcdmjxk",negatif
627,"@erickthohir @jokowi dari kejauhan ada ruko yang tertutup, sungguh luarbiasa memacu pertumbuhan ekonomi.",netral
628,@rifgreen @axa_mandiri @cnbcindonesia @jphvds @jokowi @erickthohir @airlangga_hrt @listyosigitp @bankmandiri saya a… https://t.co/tl9cvqhdbb,netral
629,@mandaro_alam @erickthohir @jokowi yang penting swasembada photo 🥳,netral
630,@erickthohir @jokowi haluuuuuuu,negatif
631,@papa_loren @erickthohir @jokowi lucu ya...satu pasar doank udah jd indikasi pertumbuhan ekonomi...ko tu de plak🤦‍♀️,negatif
632,wisata yang unik di alun-alun desa. coba lihat yok. #desawisatanusantara @jokowi @taufikmadjid71 @imansyukri… https://t.co/wuknlccj9s,positif
633,@satriohendri ahh banyak bacot lu gendon...sepatu lu sm sepatu @jokowi mahalan sepatu lu kesai kopi buanggaasaat ehh hensat,negatif
634,@6undul0h @erickthohir @jokowi 🫣🤭🤔,netral
635,@erickthohir @jokowi caaarraaa!!! owhh aku terkejut,negatif
636,"@kucingb96940042 @drsito3 @jokowi dasar bacot kadrun cuman bs teriak jual2, utang2, haram2, kaya hidup lu paling s… https://t.co/iosjwuhy7j",negatif
637,"#desawisatanusantara
@jokowi
@halimiskandarnu
@kemendes
@tppkemendes
@tppi_p3mdbkl
@tppbenteng
@feri_sus77bkl… https://t.co/hpriearp0k",netral
638,@sehat_roemah @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra @fpd_dpr… https://t.co/rtl4jn8mhk,netral
639,@gank_of_petojo @jokowi ayo pak mundur aja kami mendukung 1000%,negatif
640,@duckbusterr @erickthohir @jokowi sampe kaget raisa🤪 https://t.co/qsnerqopdj,negatif
641,rt @cecan_geulis: menteri pemberdayaan perempuan dan perlindungan anak bintang puspayoga mengatakan masih terbatasnya akses dan kemampuan p…,positif
642,"@erickthohir @jokowi setelah banyak beradu naik harga, pemberian uang tidak seberapa berharap meredam kekecewaan ra… https://t.co/o4tv8yfz0y",netral
643,"rt @cecan_geulis: presiden @jokowi bertolak menuju kabupaten subang, provinsi jawa barat, untuk melakukan kunjungan kerja pada selasa, 12 j…",netral
644,rt @cecan_geulis: undang-undang permasyarakatan diharapkan dapat memperkuat terwujudnya konsep keadilan restoratif yang dianut sistem perad…,positif
645,"rt @cecan_geulis: menteri @atr_bpn hadi tjahjanto menegaskan pegawai bpn yang terbukti pungli akan dipecat.
@jokowi https://t.co/01oi2aem41",netral
646,@semutkecil01 @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra @fpd_dpr… https://t.co/tmcibn5wir,netral
647,@erickthohir @jokowi menteri bumn kok ilmunya cetek amat ya. 🤣🤣,negatif
648,"@odhe231 @jokowi @kspgoid tegur 1...2...
3......pecat.....pak dhe....",netral
649,"rt @nadinhang: menteri pendidikan, kebudayaan, riset, dan teknologi atau mendikbudristek nadiem makarim menyampaikan bahwa pendidikan karak…",positif
650,rt @nadinhang: pemerintah @jokowi melalui kementerian pupr tengah membangun stadion multifungsi atau indoor multifunction stadium (ims) di…,positif
651,"rt @rudyfarthuack: @mei2namaku @wiena_kinasih @divhumas_polri @listyosigitp ini sich , bukan luka tembakan...!!
tapi penganiayaan...!!
teg…",negatif
652,rt @yopiluthfi1: @erickthohir @jokowi bukan seperti itu malih .buat lah regulasi atau kebijakan yg dapat dinikmati rakyat banyak.kalau sepe…,positif
653,"@jokowi gas pol ketahanan pangan
mentan syahrul yasin limpo mengatakan kenaikan harga cabai dan bawang itu karena s… https://t.co/t1kacgxttm",netral
654,@erickthohir @jokowi trus bikin lelucon wak ini,netral
655,@simbokesarah @jokowi apa waktu pili dia pak @jokowi gak tanya dulu ke mr. #harrisonford ....😝😝🤩,negatif
656,"rt @nadinhang: pegang bpn yang terbukti pungli akan dipecat.
@atr_bpn @jokowi https://t.co/umdrpuqwbx",netral
657,"rt @nadinhang: presiden @jokowi bertolak menuju kabupaten subang, jawa barat, pagi. dari pangkalan tni au atang sendjaja, kabupaten bogor,…",netral
658,@marquez__93 @jokowi lw ga sah nyindir pak @jokowi itu kn kebalikan dri kate lw...lw kayak nya perlu di usap ma pak… https://t.co/vuyojzgovy,negatif
659,rt @nadinhang: dengan adanya undang-undang permasyarakatan diharapkan tidak hanya pada tahap akhir dari bekerjanya sistem peradilan pidana…,positif
660,"@jokowi gas pol ketahanan pangan
mentan syahrul yasin limpo mengatakan kenaikan harga cabai dan bawang itu karena s… https://t.co/ad5yuvawvn",netral
