Timestamp;Type_Burger;Code_Burger;Amount_Burger;Type_Drink;Code_Drink;Amount_Drink;Gender;Payment;;;;;;;;;;;;;;;;;
19:01;Chicken burger;2;6;Mineral water;1;2;1;OVO;;;;;;;;;;;;;;;;;
19:03;Chicken burger;2;1;Coffe;3;9;1;LINK AJA;;;;;;;;;;;;;;;;;
19:06;Beef burger;1;8;Mineral water;1;3;1;LINK AJA;;;;;;;;;;;;;;;;;
19:09;Chicken burger;2;9;Mineral water;1;4;1;TUNAI;;;;;;;;;;;;;;;;;
19:11;Double cheese burger;4;9;Mineral water;1;2;0;OVO;;;;;;;;;;;;;;;;;
19:13;Chicken burger;2;4;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
19:15;Double cheese burger;4;2;Coffe;3;2;1;DANA;;;;;;;;;;;;;;;;;
19:17;Chicken burger;2;3;None;0;0;0;TUNAI;;;;;;;;;;;;;;;;;
19:19;Cheese burger;3;7;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
19:20;Cheese burger;3;8;Coffe;3;1;0;TUNAI;;;;;;;;;;;;;;;;;
19:21;Cheese burger;3;5;Mineral water;1;3;0;GOPAY;;;;;;;;;;;;;;;;;
19:22;Chicken burger;2;10;None;0;0;0;TUNAI;;;;;;;;;;;;;;;;;
19:23;Beef burger;1;5;Coke;2;6;1;LINK AJA;;;;;;;;;;;;;;;;;
19:24;Beef burger;1;3;Mineral water;1;5;0;LINK AJA;;;;;;;;;;;;;;;;;
19:25;Double cheese burger;4;10;Mineral water;1;9;0;GOPAY;;;;;;;;;;;;;;;;;
19:27;Cheese burger;3;6;Coffe;3;5;0;TUNAI;;;;;;;;;;;;;;;;;
19:30;Chicken burger;2;9;Mineral water;1;5;0;OVO;;;;;;;;;;;;;;;;;
19:33;Chicken burger;2;7;Mineral water;1;6;1;GOPAY;;;;;;;;;;;;;;;;;
19:35;Double cheese burger;4;5;Mineral water;1;3;0;TUNAI;;;;;;;;;;;;;;;;;
19:38;Beef burger;1;6;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
19:39;Double cheese burger;4;1;Coffe;3;4;0;TUNAI;;;;;;;;;;;;;;;;;
19:41;Beef burger;1;5;Coffe;3;3;0;OVO;;;;;;;;;;;;;;;;;
19:44;Chicken burger;2;9;Coffe;3;1;0;TUNAI;;;;;;;;;;;;;;;;;
19:45;Cheese burger;3;2;Mineral water;1;7;0;TUNAI;;;;;;;;;;;;;;;;;
19:49;Double cheese burger;4;6;Mineral water;1;4;1;GOPAY;;;;;;;;;;;;;;;;;
19:50;Chicken burger;2;2;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
19:51;Chicken burger;2;9;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
19:53;Double cheese burger;4;6;Coffe;3;7;1;GOPAY;;;;;;;;;;;;;;;;;
19:54;Cheese burger;3;9;Coffe;3;7;0;DANA;;;;;;;;;;;;;;;;;
19:55;Double cheese burger;4;6;Mineral water;1;5;0;TUNAI;;;;;;;;;;;;;;;;;
19:56;Chicken burger;2;1;Mineral water;1;8;1;LINK AJA;;;;;;;;;;;;;;;;;
19:57;Double cheese burger;4;4;Coffe;3;5;0;TUNAI;;;;;;;;;;;;;;;;;
19:59;Chicken burger;2;3;Coke;2;4;1;GOPAY;;;;;;;;;;;;;;;;;
20:00;Cheese burger;3;4;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
20:02;Chicken burger;2;1;Coffe;3;9;0;OVO;;;;;;;;;;;;;;;;;
20:05;Chicken burger;2;10;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
20:08;Chicken burger;2;1;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
20:09;Cheese burger;3;6;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
20:12;Chicken burger;2;9;Mineral water;1;4;0;DANA;;;;;;;;;;;;;;;;;
20:14;Chicken burger;2;8;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
20:16;Double cheese burger;4;2;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
20:18;Cheese burger;3;2;Coffe;3;7;1;GOPAY;;;;;;;;;;;;;;;;;
20:21;Chicken burger;2;9;None;0;0;0;TUNAI;;;;;;;;;;;;;;;;;
20:23;Double cheese burger;4;9;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
20:25;Double cheese burger;4;10;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
20:28;Cheese burger;3;7;Coke;2;5;0;TUNAI;;;;;;;;;;;;;;;;;
20:30;Cheese burger;3;5;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
20:33;Double cheese burger;4;5;Mineral water;1;6;0;DANA;;;;;;;;;;;;;;;;;
20:35;Cheese burger;3;7;Coke;2;9;0;OVO;;;;;;;;;;;;;;;;;
20:37;Double cheese burger;4;3;Mineral water;1;9;1;GOPAY;;;;;;;;;;;;;;;;;
20:40;Cheese burger;3;3;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
20:42;Beef burger;1;3;Mineral water;1;6;1;LINK AJA;;;;;;;;;;;;;;;;;
20:43;Chicken burger;2;5;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
20:45;Chicken burger;2;10;Coffe;3;7;0;LINK AJA;;;;;;;;;;;;;;;;;
20:47;Cheese burger;3;1;Mineral water;1;1;1;TUNAI;;;;;;;;;;;;;;;;;
20:49;Beef burger;1;4;Mineral water;1;8;0;OVO;;;;;;;;;;;;;;;;;
20:52;Chicken burger;2;5;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
20:54;Double cheese burger;4;1;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
20:56;Cheese burger;3;9;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
20:58;Cheese burger;3;6;Mineral water;1;6;1;TUNAI;;;;;;;;;;;;;;;;;
21:00;Cheese burger;3;1;Mineral water;1;1;0;GOPAY;;;;;;;;;;;;;;;;;
21:02;Double cheese burger;4;4;Coke;2;1;1;DANA;;;;;;;;;;;;;;;;;
21:04;Double cheese burger;4;7;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
21:06;Cheese burger;3;8;Coke;2;7;0;GOPAY;;;;;;;;;;;;;;;;;
21:09;Cheese burger;3;8;None;0;0;0;TUNAI;;;;;;;;;;;;;;;;;
21:10;Double cheese burger;4;10;Coffe;3;1;0;TUNAI;;;;;;;;;;;;;;;;;
21:11;Cheese burger;3;8;Mineral water;1;8;0;OVO;;;;;;;;;;;;;;;;;
21:13;Cheese burger;3;1;Coke;2;4;1;OVO;;;;;;;;;;;;;;;;;
21:16;Double cheese burger;4;1;Mineral water;1;7;0;OVO;;;;;;;;;;;;;;;;;
21:18;Beef burger;1;2;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
21:20;Chicken burger;2;7;Coffe;3;4;1;DANA;;;;;;;;;;;;;;;;;
21:22;Beef burger;1;7;Coffe;3;7;0;TUNAI;;;;;;;;;;;;;;;;;
21:25;Cheese burger;3;8;Coffe;3;1;0;DANA;;;;;;;;;;;;;;;;;
21:27;Cheese burger;3;3;Mineral water;1;6;1;LINK AJA;;;;;;;;;;;;;;;;;
21:29;Double cheese burger;4;7;Coke;2;8;1;GOPAY;;;;;;;;;;;;;;;;;
21:31;Beef burger;1;4;Coffe;3;6;0;LINK AJA;;;;;;;;;;;;;;;;;
21:33;Beef burger;1;8;Coke;2;2;1;TUNAI;;;;;;;;;;;;;;;;;
21:36;Chicken burger;2;7;Coffe;3;3;0;GOPAY;;;;;;;;;;;;;;;;;
21:39;Chicken burger;2;3;Coffe;3;6;1;GOPAY;;;;;;;;;;;;;;;;;
21:41;Cheese burger;3;8;Coffe;3;1;0;GOPAY;;;;;;;;;;;;;;;;;
21:43;Beef burger;1;7;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
21:47;Double cheese burger;4;2;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
21:49;Cheese burger;3;7;Mineral water;1;8;0;LINK AJA;;;;;;;;;;;;;;;;;
21:52;Double cheese burger;4;1;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
21:53;Beef burger;1;3;Mineral water;1;8;1;TUNAI;;;;;;;;;;;;;;;;;
21:56;Cheese burger;3;3;Mineral water;1;1;1;LINK AJA;;;;;;;;;;;;;;;;;
21:59;Cheese burger;3;1;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
10:00;Chicken burger;2;3;Coffe;3;4;1;OVO;;;;;;;;;;;;;;;;;
10:01;Beef burger;1;7;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
10:04;Beef burger;1;5;Coffe;3;7;0;GOPAY;;;;;;;;;;;;;;;;;
10:06;Beef burger;1;7;Mineral water;1;4;1;DANA;;;;;;;;;;;;;;;;;
10:09;Chicken burger;2;9;Coke;2;2;1;OVO;;;;;;;;;;;;;;;;;
10:11;Double cheese burger;4;1;Coffe;3;4;0;TUNAI;;;;;;;;;;;;;;;;;
10:14;Chicken burger;2;2;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
10:16;Beef burger;1;10;Coke;2;3;1;TUNAI;;;;;;;;;;;;;;;;;
10:18;Beef burger;1;1;Mineral water;1;2;0;GOPAY;;;;;;;;;;;;;;;;;
10:20;Cheese burger;3;6;Coke;2;5;1;TUNAI;;;;;;;;;;;;;;;;;
10:22;Chicken burger;2;5;Coke;2;6;0;DANA;;;;;;;;;;;;;;;;;
10:25;Chicken burger;2;5;Coke;2;9;1;LINK AJA;;;;;;;;;;;;;;;;;
10:27;Cheese burger;3;9;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
10:29;Chicken burger;2;5;Mineral water;1;2;1;GOPAY;;;;;;;;;;;;;;;;;
10:31;Chicken burger;2;4;Mineral water;1;7;0;TUNAI;;;;;;;;;;;;;;;;;
10:33;Chicken burger;2;7;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
10:36;Double cheese burger;4;5;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
10:38;Double cheese burger;4;8;Coffe;3;8;0;TUNAI;;;;;;;;;;;;;;;;;
10:41;Chicken burger;2;6;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
10:44;Double cheese burger;4;7;Mineral water;1;9;1;LINK AJA;;;;;;;;;;;;;;;;;
10:46;Chicken burger;2;4;Coffe;3;1;1;GOPAY;;;;;;;;;;;;;;;;;
10:49;Chicken burger;2;4;Mineral water;1;3;0;OVO;;;;;;;;;;;;;;;;;
10:51;Chicken burger;2;4;Coffe;3;4;0;TUNAI;;;;;;;;;;;;;;;;;
10:53;Cheese burger;3;4;Coke;2;5;0;OVO;;;;;;;;;;;;;;;;;
10:56;Chicken burger;2;5;Coke;2;4;1;OVO;;;;;;;;;;;;;;;;;
10:58;Chicken burger;2;1;None;0;0;0;GOPAY;;;;;;;;;;;;;;;;;
11:00;Cheese burger;3;7;Coke;2;4;1;GOPAY;;;;;;;;;;;;;;;;;
11:03;Chicken burger;2;10;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
11:04;Chicken burger;2;3;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
11:07;Chicken burger;2;9;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
11:08;Beef burger;1;4;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
11:10;Beef burger;1;2;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
11:11;Beef burger;1;10;Coke;2;6;1;GOPAY;;;;;;;;;;;;;;;;;
11:13;Beef burger;1;8;Mineral water;1;5;0;TUNAI;;;;;;;;;;;;;;;;;
11:17;Beef burger;1;2;Coffe;3;5;1;OVO;;;;;;;;;;;;;;;;;
11:20;Cheese burger;3;1;Coffe;3;3;0;TUNAI;;;;;;;;;;;;;;;;;
11:22;Chicken burger;2;10;Coffe;3;7;1;DANA;;;;;;;;;;;;;;;;;
11:25;Chicken burger;2;1;Mineral water;1;3;1;DANA;;;;;;;;;;;;;;;;;
11:28;Beef burger;1;7;Mineral water;1;6;1;TUNAI;;;;;;;;;;;;;;;;;
11:30;Cheese burger;3;3;Coke;2;9;1;DANA;;;;;;;;;;;;;;;;;
11:31;Cheese burger;3;7;Coffe;3;6;0;GOPAY;;;;;;;;;;;;;;;;;
11:32;Double cheese burger;4;5;Coffe;3;1;0;DANA;;;;;;;;;;;;;;;;;
11:33;Double cheese burger;4;7;Mineral water;1;1;1;TUNAI;;;;;;;;;;;;;;;;;
11:34;Double cheese burger;4;9;Mineral water;1;8;1;TUNAI;;;;;;;;;;;;;;;;;
11:35;Chicken burger;2;8;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
11:36;Beef burger;1;4;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
11:40;Chicken burger;2;5;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
11:43;Beef burger;1;3;Coffe;3;2;1;DANA;;;;;;;;;;;;;;;;;
11:44;Double cheese burger;4;1;Mineral water;1;5;1;GOPAY;;;;;;;;;;;;;;;;;
11:45;Cheese burger;3;9;Mineral water;1;3;0;GOPAY;;;;;;;;;;;;;;;;;
11:48;Beef burger;1;5;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
11:51;Beef burger;1;7;Coke;2;7;0;TUNAI;;;;;;;;;;;;;;;;;
11:53;Chicken burger;2;4;Coke;2;5;1;LINK AJA;;;;;;;;;;;;;;;;;
11:55;Beef burger;1;10;Coke;2;9;1;OVO;;;;;;;;;;;;;;;;;
11:58;Cheese burger;3;6;Mineral water;1;8;0;LINK AJA;;;;;;;;;;;;;;;;;
12:01;Beef burger;1;5;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
12:02;Chicken burger;2;2;Coffe;3;4;1;GOPAY;;;;;;;;;;;;;;;;;
12:04;Double cheese burger;4;6;Mineral water;1;9;1;GOPAY;;;;;;;;;;;;;;;;;
12:05;Chicken burger;2;10;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
12:07;Double cheese burger;4;7;Coffe;3;1;1;TUNAI;;;;;;;;;;;;;;;;;
12:10;Beef burger;1;4;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
12:12;Chicken burger;2;6;Mineral water;1;7;1;OVO;;;;;;;;;;;;;;;;;
12:13;Cheese burger;3;2;Mineral water;1;9;1;OVO;;;;;;;;;;;;;;;;;
12:16;Cheese burger;3;7;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
12:17;Beef burger;1;8;Mineral water;1;2;1;DANA;;;;;;;;;;;;;;;;;
12:19;Double cheese burger;4;7;Mineral water;1;5;1;TUNAI;;;;;;;;;;;;;;;;;
12:21;Double cheese burger;4;3;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
12:23;Double cheese burger;4;8;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
12:25;Beef burger;1;7;Coke;2;2;0;LINK AJA;;;;;;;;;;;;;;;;;
12:27;Beef burger;1;4;Mineral water;1;2;1;LINK AJA;;;;;;;;;;;;;;;;;
12:29;Double cheese burger;4;3;Coffe;3;2;0;OVO;;;;;;;;;;;;;;;;;
12:31;Chicken burger;2;7;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
12:33;Beef burger;1;9;Coffe;3;3;1;TUNAI;;;;;;;;;;;;;;;;;
12:36;Double cheese burger;4;10;Coffe;3;4;0;GOPAY;;;;;;;;;;;;;;;;;
12:37;Double cheese burger;4;10;None;0;0;0;TUNAI;;;;;;;;;;;;;;;;;
12:39;Beef burger;1;4;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
12:42;Chicken burger;2;4;None;0;0;0;TUNAI;;;;;;;;;;;;;;;;;
12:44;Beef burger;1;8;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
12:45;Cheese burger;3;5;Coke;2;6;1;OVO;;;;;;;;;;;;;;;;;
12:48;Beef burger;1;1;Coffe;3;4;1;DANA;;;;;;;;;;;;;;;;;
12:50;Chicken burger;2;3;Mineral water;1;2;0;LINK AJA;;;;;;;;;;;;;;;;;
12:52;Double cheese burger;4;7;Coke;2;5;0;DANA;;;;;;;;;;;;;;;;;
12:54;Cheese burger;3;5;Coffe;3;7;0;TUNAI;;;;;;;;;;;;;;;;;
12:56;Double cheese burger;4;2;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
12:58;Double cheese burger;4;4;Coke;2;7;1;GOPAY;;;;;;;;;;;;;;;;;
13:00;Chicken burger;2;9;Coffe;3;2;1;GOPAY;;;;;;;;;;;;;;;;;
13:02;Cheese burger;3;4;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
13:04;Beef burger;1;1;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
13:06;Beef burger;1;6;Coke;2;7;1;OVO;;;;;;;;;;;;;;;;;
13:08;Double cheese burger;4;3;Coke;2;8;0;TUNAI;;;;;;;;;;;;;;;;;
13:10;Chicken burger;2;7;Mineral water;1;3;1;GOPAY;;;;;;;;;;;;;;;;;
13:12;Cheese burger;3;2;Coke;2;3;1;DANA;;;;;;;;;;;;;;;;;
13:15;Beef burger;1;4;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
13:18;Chicken burger;2;3;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
13:21;Cheese burger;3;1;Coke;2;7;1;TUNAI;;;;;;;;;;;;;;;;;
13:24;Beef burger;1;6;Coke;2;1;0;LINK AJA;;;;;;;;;;;;;;;;;
13:27;Cheese burger;3;4;Coffe;3;3;0;LINK AJA;;;;;;;;;;;;;;;;;
13:30;Beef burger;1;9;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
13:33;Beef burger;1;10;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
13:36;Cheese burger;3;2;Mineral water;1;2;1;TUNAI;;;;;;;;;;;;;;;;;
13:38;Beef burger;1;1;Coffe;3;3;0;GOPAY;;;;;;;;;;;;;;;;;
13:40;Cheese burger;3;2;Coke;2;5;1;GOPAY;;;;;;;;;;;;;;;;;
13:42;Chicken burger;2;5;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
13:44;Beef burger;1;7;Mineral water;1;6;1;GOPAY;;;;;;;;;;;;;;;;;
13:46;Beef burger;1;3;Coke;2;8;1;GOPAY;;;;;;;;;;;;;;;;;
13:47;Cheese burger;3;8;Coke;2;4;1;OVO;;;;;;;;;;;;;;;;;
13:49;Double cheese burger;4;8;None;0;0;1;OVO;;;;;;;;;;;;;;;;;
13:51;Cheese burger;3;6;Mineral water;1;2;0;TUNAI;;;;;;;;;;;;;;;;;
13:53;Chicken burger;2;2;Coke;2;8;1;GOPAY;;;;;;;;;;;;;;;;;
13:54;Chicken burger;2;6;Mineral water;1;9;1;DANA;;;;;;;;;;;;;;;;;
13:57;Beef burger;1;7;None;0;0;0;GOPAY;;;;;;;;;;;;;;;;;
13:59;Beef burger;1;9;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
14:00;Chicken burger;2;9;Coffe;3;3;1;LINK AJA;;;;;;;;;;;;;;;;;
14:02;Double cheese burger;4;1;Coffe;3;4;1;DANA;;;;;;;;;;;;;;;;;
14:04;Double cheese burger;4;9;Mineral water;1;6;0;DANA;;;;;;;;;;;;;;;;;
14:06;Cheese burger;3;1;Coffe;3;8;1;GOPAY;;;;;;;;;;;;;;;;;
14:09;Cheese burger;3;3;Coffe;3;4;1;GOPAY;;;;;;;;;;;;;;;;;
14:10;Beef burger;1;6;Mineral water;1;1;0;DANA;;;;;;;;;;;;;;;;;
14:13;Beef burger;1;4;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
14:15;Beef burger;1;4;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
14:17;Cheese burger;3;1;Coke;2;2;0;OVO;;;;;;;;;;;;;;;;;
14:20;Beef burger;1;3;Mineral water;1;9;0;OVO;;;;;;;;;;;;;;;;;
14:22;Chicken burger;2;10;Mineral water;1;7;0;TUNAI;;;;;;;;;;;;;;;;;
14:25;Beef burger;1;10;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
14:27;Double cheese burger;4;5;Mineral water;1;5;0;GOPAY;;;;;;;;;;;;;;;;;
14:29;Cheese burger;3;1;Coffe;3;2;0;TUNAI;;;;;;;;;;;;;;;;;
14:31;Cheese burger;3;8;Coke;2;3;0;LINK AJA;;;;;;;;;;;;;;;;;
14:33;Chicken burger;2;3;Mineral water;1;8;1;TUNAI;;;;;;;;;;;;;;;;;
14:35;Double cheese burger;4;9;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
14:37;Chicken burger;2;10;Coke;2;1;0;OVO;;;;;;;;;;;;;;;;;
14:39;Chicken burger;2;1;Mineral water;1;9;1;GOPAY;;;;;;;;;;;;;;;;;
14:41;Double cheese burger;4;9;Coke;2;7;1;LINK AJA;;;;;;;;;;;;;;;;;
14:45;Double cheese burger;4;10;Coffe;3;3;0;OVO;;;;;;;;;;;;;;;;;
14:47;Cheese burger;3;5;Coffe;3;5;0;OVO;;;;;;;;;;;;;;;;;
14:49;Chicken burger;2;2;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
14:51;Double cheese burger;4;1;Coke;2;4;0;OVO;;;;;;;;;;;;;;;;;
14:53;Chicken burger;2;2;Mineral water;1;6;0;LINK AJA;;;;;;;;;;;;;;;;;
14:55;Double cheese burger;4;1;Coffe;3;1;1;LINK AJA;;;;;;;;;;;;;;;;;
14:57;Cheese burger;3;9;Coke;2;7;0;TUNAI;;;;;;;;;;;;;;;;;
14:59;Cheese burger;3;2;Mineral water;1;5;0;GOPAY;;;;;;;;;;;;;;;;;
15:01;Cheese burger;3;8;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
15:04;Double cheese burger;4;5;Coffe;3;8;1;TUNAI;;;;;;;;;;;;;;;;;
15:06;Cheese burger;3;5;None;0;0;0;GOPAY;;;;;;;;;;;;;;;;;
15:08;Cheese burger;3;7;Coffe;3;5;1;TUNAI;;;;;;;;;;;;;;;;;
15:10;Chicken burger;2;9;Coke;2;9;1;GOPAY;;;;;;;;;;;;;;;;;
15:13;Double cheese burger;4;2;Coffe;3;6;1;LINK AJA;;;;;;;;;;;;;;;;;
15:16;Chicken burger;2;4;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
15:18;Chicken burger;2;6;Mineral water;1;5;0;OVO;;;;;;;;;;;;;;;;;
15:20;Cheese burger;3;9;Coke;2;5;1;OVO;;;;;;;;;;;;;;;;;
15:23;Double cheese burger;4;10;Coke;2;9;1;GOPAY;;;;;;;;;;;;;;;;;
15:25;Double cheese burger;4;3;Coffe;3;9;1;DANA;;;;;;;;;;;;;;;;;
15:28;Chicken burger;2;4;Mineral water;1;6;1;GOPAY;;;;;;;;;;;;;;;;;
15:31;Chicken burger;2;4;Coffe;3;8;0;DANA;;;;;;;;;;;;;;;;;
15:34;Beef burger;1;3;Coke;2;7;0;DANA;;;;;;;;;;;;;;;;;
15:36;Chicken burger;2;9;Coffe;3;8;1;LINK AJA;;;;;;;;;;;;;;;;;
15:39;Chicken burger;2;7;Coffe;3;7;1;LINK AJA;;;;;;;;;;;;;;;;;
15:41;Chicken burger;2;5;Mineral water;1;1;0;OVO;;;;;;;;;;;;;;;;;
15:43;Cheese burger;3;4;None;0;0;1;TUNAI;;;;;;;;;;;;;;;;;
15:45;Beef burger;1;3;Mineral water;1;9;0;GOPAY;;;;;;;;;;;;;;;;;
15:47;Chicken burger;2;9;Coke;2;7;0;DANA;;;;;;;;;;;;;;;;;
15:49;Chicken burger;2;3;Mineral water;1;6;0;OVO;;;;;;;;;;;;;;;;;
15:51;Chicken burger;2;1;Coke;2;8;0;DANA;;;;;;;;;;;;;;;;;
15:53;Double cheese burger;4;9;Coke;2;3;0;OVO;;;;;;;;;;;;;;;;;
15:55;Cheese burger;3;1;Mineral water;1;2;0;LINK AJA;;;;;;;;;;;;;;;;;
15:56;Double cheese burger;4;8;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
15:57;Beef burger;1;6;None;0;0;1;GOPAY;;;;;;;;;;;;;;;;;
15:59;Cheese burger;3;2;Mineral water;1;2;1;OVO;;;;;;;;;;;;;;;;;
16:01;Chicken burger;2;3;Coke;2;7;0;LINK AJA;;;;;;;;;;;;;;;;;
16:04;Beef burger;1;7;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
16:05;Double cheese burger;4;2;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
16:08;Double cheese burger;4;1;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
16:09;Chicken burger;2;3;Coffe;3;2;1;TUNAI;;;;;;;;;;;;;;;;;
16:11;Chicken burger;2;4;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
16:14;Beef burger;1;6;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
16:17;Chicken burger;2;10;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
16:19;Double cheese burger;4;6;Mineral water;1;6;0;GOPAY;;;;;;;;;;;;;;;;;
16:20;Cheese burger;3;3;None;0;0;0;DANA;;;;;;;;;;;;;;;;;
16:21;Double cheese burger;4;3;None;0;0;0;GOPAY;;;;;;;;;;;;;;;;;
16:24;Cheese burger;3;9;Coke;2;2;0;OVO;;;;;;;;;;;;;;;;;
16:26;Beef burger;1;6;None;0;0;1;LINK AJA;;;;;;;;;;;;;;;;;
16:29;Double cheese burger;4;6;Coke;2;9;0;DANA;;;;;;;;;;;;;;;;;
16:32;Chicken burger;2;7;Mineral water;1;1;1;TUNAI;;;;;;;;;;;;;;;;;
16:33;Beef burger;1;5;None;0;0;0;OVO;;;;;;;;;;;;;;;;;
16:35;Beef burger;1;6;Coke;2;1;0;TUNAI;;;;;;;;;;;;;;;;;
16:36;Beef burger;1;1;Coffe;3;8;0;OVO;;;;;;;;;;;;;;;;;
16:38;Double cheese burger;4;2;Coke;2;1;0;LINK AJA;;;;;;;;;;;;;;;;;
16:40;Chicken burger;2;1;Mineral water;1;5;1;TUNAI;;;;;;;;;;;;;;;;;
16:42;Chicken burger;2;6;Mineral water;1;6;1;TUNAI;;;;;;;;;;;;;;;;;
16:43;Double cheese burger;4;2;None;0;0;1;DANA;;;;;;;;;;;;;;;;;
16:45;Cheese burger;3;8;Coke;2;6;1;TUNAI;;;;;;;;;;;;;;;;;
16:49;Beef burger;1;10;Mineral water;1;5;0;DANA;;;;;;;;;;;;;;;;;
16:51;Double cheese burger;4;2;Mineral water;1;9;1;LINK AJA;;;;;;;;;;;;;;;;;
16:54;Chicken burger;2;6;Coffe;3;6;1;GOPAY;;;;;;;;;;;;;;;;;
16:56;Cheese burger;3;2;Coke;2;8;0;LINK AJA;;;;;;;;;;;;;;;;;
16:57;Cheese burger;3;5;Mineral water;1;1;0;TUNAI;;;;;;;;;;;;;;;;;
16:58;Cheese burger;3;8;Mineral water;1;4;1;GOPAY;;;;;;;;;;;;;;;;;
17:00;Chicken burger;2;2;Coke;2;7;0;DANA;;;;;;;;;;;;;;;;;
17:02;Cheese burger;3;3;None;0;0;0;LINK AJA;;;;;;;;;;;;;;;;;
17:03;Beef burger;1;7;Coke;2;4;1;LINK AJA;;;;;;;;;;;;;;;;;
17:04;Cheese burger;3;10;Coffe;3;7;0;DANA;;;;;;;;;;;;;;;;;
17:05;Chicken burger;2;8;Coke;2;7;0;TUNAI;;;;;;;;;;;;;;;;;
17:06;Beef burger;1;10;Mineral water;1;3;1;OVO;;;;;;;;;;;;;;;;;
17:08;Double cheese burger;4;2;None;0;0;0;GOPAY;;;;;;;;;;;;;;;;;
17:10;Double cheese burger;4;1;Coffe;3;3;0;OVO;;;;;;;;;;;;;;;;;
17:12;Beef burger;1;5;Coke;2;7;0;GOPAY;;;;;;;;;;;;;;;;;
